address,apartment_feature,apartment_type,area,balconydirection,block,direction,floornumber,floors,furnishing_sell,house_type,land_feature,land_type,length,living_size,price,price_m2,property_back_condition,property_legal_document,property_road_condition,property_status,region,rooms,size,toilets,type_real_estate,unitnumber,ward,width
"DJ, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất thổ cư,30 m,,1500000000,5 triệu/m2,,Đã có sổ,,,Bình Dương,,300 m2,,Đất,,Phường Thới Hòa,10 m
"Đường 1, Xã Lai Hưng, Huyện Bàu Bàng, Bình Dương",,,Huyện Bàu Bàng,,,,,,,,,Đất thổ cư,25 m,,1600000000,"10,67 triệu/m2",,Đã có sổ,,,Bình Dương,,150 m2,,Căn hộ/Chung cư,,Xã Lai Hưng,6 m
"777, Đương đê bao, Phường Vĩnh Phú, Bình Dương",,,,,Mặt tiền sông sài gòn,3,,,,,Mặt tiền,Đất thổ cư,30 m,,21000000000,35 triệu/m2,Nở hậu,1,,,Bình Dương,,600 m2,,Đất,,Phường Vĩnh Phú,20 m
"Đường ĐT 741, Xã Phước Hoà, Huyện Phú Giáo, ",,,Huyện Phú Giáo,,,,,,,,Mặt tiền,Đất thổ cư,14 m,,760000000,"10,86 triệu/m2",,1,,,,,70 m2,,Đất,,Xã Phước Hoà,5 m
"Đường Vĩnh Phú 38A, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,,,Đất thổ cư,28 m,,2390000000,"17,32 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Bình Dương,,138 m2,,Đất,,Phường Vĩnh Phú,5 m
"Đường DL, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất thổ cư,30 m,,1999000000,"6,66 triệu/m2",,Đã có sổ,,,Bình Dương,,300 m2,,Đất,L,Phường Thới Hòa,10 m
"4m, Xã An Điền, ",,,,,,,,,,,Mặt tiền,Đất thổ cư,50 m,,2150000000,"4,58 triệu/m2",,,,,,,469 m2,,Đất,,Xã An Điền,10 m
"Đ.750, Xã Định Hiệp, Huyện Dầu Tiếng, Bình Dương",,,Huyện Dầu Tiếng,,,,,,,,Mặt tiền,Đất thổ cư,160 m,,2900000000,"1,51 triệu/m2",Nở hậu,Đã có sổ,,,Bình Dương,,1920 m2,,Đất,,Xã Định Hiệp,12 m
"Bình Nhâm, Phường Bình Nhâm, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,,Mặt tiền,Đất thổ cư,30 m,,4000000000,"13,33 triệu/m2",,Đã có sổ,,,Bình Dương,,300 m2,,Đất,,Phường Bình Nhâm,10 m
"Đường nhựa 4m, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,Mặt tiền,Đất thổ cư,21 m,,2900000000,"21,32 triệu/m2",,Đã có sổ,,,Bình Dương,,136 m2,,Đất,,Phường Phú Lợi,6.5 m
"DT 742, Xã Vĩnh Tân, Thị xã Tân Uyên, ",,,Thị xã Tân Uyên,,,,,,,,,Đất thổ cư,,,750000000,"10,56 triệu/m2",,1,,,,,71 m2,,Đất,,Xã Vĩnh Tân,
"Đường ĐT 742, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,,,,,,,Đất thổ cư,20 m,,860000000,"8,6 triệu/m2",,Đã có sổ,,,Bình Dương,,100 m2,,Đất,,Xã Vĩnh Tân,5 m
"Đường Bình Thung 1, Phường Bình An, Bình Dương",,,,,,,,,,,,Đất thổ cư,15 m,,1550000,25.833 đ/m2,,1,,,Bình Dương,,60 m2,,Đất,,Phường Bình An,4 m
"Đường Quốc Lộ 13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",,,Huyện Bàu Bàng,,,,,,,,,Đất thổ cư,130 m,,900000000,769.230 đ/m2,,Đã có sổ,,,Bình Dương,,1170 m2,,Đất,,Thị trấn Lai Uyên,8 m
"Đường N2, Xã Hội Nghĩa, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,Nam,,,,,Mặt tiền,Đất nền dự án,20 m,,1260000000,"12,6 triệu/m2",,Đã có sổ,,,Bình Dương,,100 m2,,Đất,,Xã Hội Nghĩa,5 m
"dx 055, Xã Phú An, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất thổ cư,29 m,,1550000000,"7,45 triệu/m2",,,,,Bình Dương,,208 m2,,Đất,,Xã Phú An,7 m
"Đường N, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,Đông Nam,,,,,,Đất thổ cư,14 m,,2780000000,"39,71 triệu/m2",,Đã có sổ,,,Bình Dương,,70 m2,,Đất,,Phường Tân Đông Hiệp,5 m
"XA LỘ HÀ NỘI, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,,,,,,,1680000000,"23,33 triệu/m²",,,,Chưa bàn giao,Đồng Nai,2 phòng,72 m²,2 phòng,Đất,,Phường Hố Nai,
"N8, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,,,,,,,1180000000,"22,26 triệu/m²",,Đã có sổ,,Đã bàn giao,Đồng Nai,2 phòng,53 m²,1 phòng,Đất,,Phường Bửu Long,
"Đường Nguyễn Ái Quốc, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,,,,,,,1290000000,"25,8 triệu/m²",,,,Đã bàn giao,Đồng Nai,2 phòng,50 m²,1 phòng,Đất,,Phường Bửu Long,
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Nam,Block M,Đông Bắc,15,,Hoàn thiện cơ bản,,,,,,2290000000,"33,68 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Đồng Nai,2 phòng,68 m²,2 phòng,Đất,M1--,Phường Hố Nai,
"Đường Đồng Khởi, Phường Tam Hòa, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,B,,,,,,,,,,1430000000,"22,7 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Đồng Nai,2 phòng,63 m²,2 phòng,Đất,,Phường Tam Hòa,
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,Hoàn thiện cơ bản,,,,,,1600000000,"22,86 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,Đất,,Phường Hố Nai,
"Đường Nguyễn Ái Quốc, Phường Hoá An, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,Nội thất cao cấp,,,,,,850000000,"14,17 triệu/m²",,Đã có sổ,,Đã bàn giao,Đồng Nai,2 phòng,60 m²,1 phòng,Đất,,Phường Hoá An,
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,1,Thành phố Biên Hòa,,,,,,,,,,,,1650000000,"23,91 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Đồng Nai,2 phòng,69 m²,2 phòng,Đất,,Phường Hố Nai,
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,1,Thành phố Biên Hòa,6,,Đông Bắc,,,,,,,,,2350000000,"32,64 triệu/m²",,,,Chưa bàn giao,Đồng Nai,2 phòng,72 m²,2 phòng,Đất,,Phường Hố Nai,
"đường Nguyễn Bỉnh Khiêm, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,2,,Nội thất cao cấp,,,,,,1290000000,"25,8 triệu/m²",,Đã có sổ,,Đã bàn giao,Đồng Nai,2 phòng,50 m²,2 phòng,Đất,,Phường Bửu Long,
"Lữ Mạnh, Phường Thanh Bình, Thành phố Biên Hòa, Đồng Nai",,1,Thành phố Biên Hòa,,,,,,,,,,,,1800000000,"22,5 triệu/m²",,1,,Đã bàn giao,Đồng Nai,3 phòng,80 m²,2 phòng,Đất,,Phường Thanh Bình,
"Đường Cách Mạng Tháng Tám, Phường Thanh Bình, ",Căn góc,1,,,,,,,,,,,,,1790000000,"22,1 triệu/m²",,1,,Đã bàn giao,,3 phòng,81 m²,2 phòng,Đất,,Phường Thanh Bình,
"hẻm, ",,Căn hộ dịch vụ,,Đông Nam,,Đông Nam,,,,,,,,,4200000000,"27,63 triệu/m²",,1,,Chưa bàn giao,,1 phòng,152.8 m²,1 phòng,Đất,,,
"Đường D9, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,Tây,A,Nam,10,,Nội thất đầy đủ,,,,,,1950000000,"30,95 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Đồng Nai,1 phòng,63 m²,1 phòng,Đất,,Phường Thống Nhất,
"Đường Đồng Khởi, Phường Tam Hòa, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,,,,,,,,,1140000000,"16,29 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,Đất,,Phường Tam Hòa,
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,1,Thành phố Biên Hòa,Đông Nam,Lucky,Đông Nam,18,,Hoàn thiện cơ bản,,,,,,2260000000,"32,75 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Đồng Nai,2 phòng,69 m²,2 phòng,Đất,L02,Phường Hố Nai,
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",1,1,Thành phố Biên Hòa,Đông,Passion,2,22,,Hoàn thiện cơ bản,,,,,,1850000000,"28,46 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Đồng Nai,2 phòng,65 m²,2 phòng,Đất,00,Phường Hố Nai,
"Đường quốc lộ 51 xã Long Đức, huyện Long Thành, tỉnh Đồng Nai., Xã Long Đức, Huyện Long Thành, Đồng Nai",,Duplex,Huyện Long Thành,,,,,,,,,,,,5000000000,"41,67 triệu/m²",,,,Chưa bàn giao,Đồng Nai,4 phòng,120 m²,3 phòng,Đất,,Xã Long Đức,
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,1,Thành phố Biên Hòa,,,,,,,,,,,,2380000000,35 triệu/m²,,,,Chưa bàn giao,Đồng Nai,2 phòng,68 m²,2 phòng,Đất,,Phường Hố Nai,
"nguyễn công trứ, Phường Đông Hòa, Bình Dương",,,,,,Đông Bắc,,,,,Mặt tiền,Đất thổ cư,,,30000000,250.000 đ/m2,,1,,,Bình Dương,,120 m2,,Căn hộ/Chung cư,,Phường Đông Hòa,4 m
"Đường DL15, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,,Đất thổ cư,30 m,,3950000000,"13,17 triệu/m2",,,,,Bình Dương,,300 m2,,Đất,,Phường Thới Hòa,10 m
"Đường Đx 09, Thị xã Tân Uyên, ",,,Thị xã Tân Uyên,,,,,,,,Mặt tiền,Đất thổ cư,50 m,,3000000000,"12,1 triệu/m2",,1,,,,,248 m2,,Nhà ở,,,6 m
"Đường DH778, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Đông,,,,,Mặt tiền,Đất thổ cư,30 m,,1100000000,"7,33 triệu/m2",,Đã có sổ,,,Bình Dương,,150 m2,,Căn hộ/Chung cư,,Phường Chánh Nghĩa,5 m
"Đường DK11, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất nền dự án,30 m,,1600000000,"10,67 triệu/m2",,1,,,Bình Dương,,150 m2,,Nhà ở,,Phường Thới Hòa,5 m
"QL1K, Phường Bình An, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,,,,,,,Đất thổ cư,9 m,,1580000000,"24,31 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,,65 m2,,Đất,,Phường Bình An,7 m
"Đường Trừ Văn Thố, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương",,,Huyện Bàu Bàng,,,,,,,,Mặt tiền,Đất thổ cư,12 m,,529000000,"8,82 triệu/m2",Nở hậu,,,,Bình Dương,,60 m2,,Đất,,Xã Trừ Văn Thố,5 m
"22/12, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,,Mặt tiền,Đất nền dự án,14 m,,2250000000,"34,62 triệu/m2",,Đã có sổ,,,Bình Dương,,65 m2,,Đất,,Phường Thuận Giao,4 m
"DL, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,L,,,,,,Mặt tiền,Đất thổ cư,30 m,,2150000000,"14,33 triệu/m2",,Đã có sổ,,,Bình Dương,,150 m2,,Đất,,Phường Thới Hòa,5 m
"0, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Đông Bắc,,,,,Mặt tiền,Đất thổ cư,17 m,,5600000000,"60,87 triệu/m2",,Đã có sổ,,,Bình Dương,,92 m2,,Đất,,Phường Hiệp Thành,5 m
"Đường Dx 049 Huỳnh Văn Lũy, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Tây Nam,,,,,Mặt tiền,Đất thổ cư,32 m,,5999000000,"23,07 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,,260 m2,,Đất,,Phường Phú Mỹ,8 m
"123, Đường N5, Xã Hội Nghĩa, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,Bắc,,,,,Mặt tiền,Đất thổ cư,20 m,,1300000000,13 triệu/m2,Nở hậu,,Hẻm xe hơi,,Bình Dương,,100 m2,,Đất,,Xã Hội Nghĩa,5 m
"DX 95, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,Mặt tiền,Đất thổ cư,34 m,,2280000000,"13,03 triệu/m2",,,,,Bình Dương,,175 m2,,Đất,,Phường Hiệp An,5 m
"Đường NE8, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất thổ cư,21 m,,480000000,"2,29 triệu/m2",,Đã có sổ,,,Bình Dương,,210 m2,,Đất,,Phường Thới Hòa,10 m
"Hẻm Bùi Thị xuân, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,Đông Bắc,,,,,,Đất thổ cư,11 m,,450000000,10 triệu/m2,,Đang chờ sổ,Hẻm xe hơi,,Bình Dương,,45 m2,,Đất,,Phường Tân Bình,4 m
"DX058, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Đông Bắc,,,,,Mặt tiền,Đất thổ cư,13 m,,2250000000,"24,19 triệu/m2",,Đã có sổ,,,Bình Dương,,93 m2,,Đất,,Phường Phú Mỹ,7 m
"ĐT747, Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,,,,,,,Đất thổ cư,15 m,,1400000000,"19,44 triệu/m2",,Đã có sổ,,,Bình Dương,,72 m2,,Đất,,Phường Uyên Hưng,5 m
"Đường ĐT 742, Xã Phú Chánh, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,,,,,,Mặt tiền,Đất thổ cư,12 m,,1260000000,21 triệu/m2,,Đã có sổ,,,Bình Dương,,60 m2,,Đất,,Xã Phú Chánh,5 m
"Đường Số 2, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Đông Bắc,,,,,Mặt tiền,Đất thổ cư,20 m,,49000000,490.000 đ/m2,,Đã có sổ,,,Bình Dương,,100 m2,,Đất,,Phường Chánh Nghĩa,5 m
"Đường D55, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Nam,,,,,,Đất thổ cư,21 m,,950000000,"2,12 triệu/m2",,Đã có sổ,,,Bình Dương,,449 m2,,Đất,,Phường Hiệp An,22 m
"Đường Ba Lan Xi, Phường Tân Định, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,,Đất công nghiệp,50 m,,2170000000,"4,82 triệu/m2",,1,,,Bình Dương,,450 m2,,Đất,,Phường Tân Định,9 m
"Vĩnh Phú 38, Phường Vĩnh Phú, Thành phố Thuận An, ",,,Thành phố Thuận An,,,,,,,,Mặt tiền,Đất thổ cư,26 m,,6100000000,"33,89 triệu/m2",,1,,,,,180 m2,,Đất,,Phường Vĩnh Phú,7 m
"an Phú 15, Phường An Phú, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,,Mặt tiền,Đất thổ cư,64 m,,6800000000,"10,15 triệu/m2",,Đã có sổ,,,Bình Dương,,670 m2,,Đất,,Phường An Phú,11 m
"d4, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,Tây Nam,,,,,Mặt tiền,Đất thổ cư,,,2300000000,"33,82 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Bình Dương,,68 m2,,Đất,,Phường Tân Đông Hiệp,4 m
"Tân Thành 43, Thị trấn Tân Thành, Huyện Bắc Tân Uyên, ",,,Huyện Bắc Tân Uyên,,,,,,,,Mặt tiền,Đất công nghiệp,,,26000000000,"1,37 triệu/m2",,1,,,,,19000 m2,,Đất,,Thị trấn Tân Thành,75 m
"Đường Hùng Vương, Xã An Điền, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất thổ cư,20 m,,900000000,9 triệu/m2,,Đã có sổ,,,Bình Dương,,100 m2,,Đất,,Xã An Điền,5 m
"DT744, Xã Phú An, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,7,,,,,Mặt tiền,Đất thổ cư,41 m,,1600000000,"7,8 triệu/m2",,1,Hẻm xe hơi,,Bình Dương,,205 m2,,Đất,,Xã Phú An,5 m
"Vĩnh Phú 32, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,,Mặt tiền,Đất thổ cư,33 m,,2900000000,"19,33 triệu/m2",,Đã có sổ,,,Bình Dương,,150 m2,,Đất,,Phường Vĩnh Phú,4 m
"Đường DA1-1, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,Nam,,,,,Mặt tiền,Đất thổ cư,28 m,,1250000000,"6,79 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,,184 m2,,Đất,,Phường Mỹ Phước,6 m
"Đường Huỳnh Thị Hiếu, Phường Tân An, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,8,,,,,Mặt tiền,Đất thổ cư,33 m,,2800000000,14 triệu/m2,Nở hậu,Đã có sổ,,,Bình Dương,,200.5 m2,,Đất,,Phường Tân An,6 m
"ĐT 743, Phường Bình Chuẩn, Bình Dương",,,,,,,,,,,Mặt tiền,Đất thổ cư,32 m,,25000000000,"42,02 triệu/m2",,1,,,Bình Dương,,595 m2,,Đất,,Phường Bình Chuẩn,19 m
"NE8, Phường Thới Hòa, ",,,,,,,,,,,,Đất thổ cư,21 m,,980000000,"4,64 triệu/m2",,1,,,,,211 m2,,Đất,,Phường Thới Hòa,10 m
"Đường Quốc Lộ 13, Xã Trừ Văn Thố, Bình Dương",,,,,,,,,,,Mặt tiền,Đất thổ cư,25 m,,620000,5.166 đ/m2,,Đã có sổ,,,Bình Dương,,120 m2,,Đất,,Xã Trừ Văn Thố,5 m
"Nguyễn du, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,,Mặt tiền,Đất thổ cư,18 m,,2800000000,"27,18 triệu/m2",,Đã có sổ,,,Bình Dương,,103 m2,,Đất,,Phường Bình Hòa,5.7 m
"Đường N7, Phường Tân Định, ",,,,,,,,,,,Mặt tiền,Đất thổ cư,50 m,,2800000000,"10,98 triệu/m2",,1,,,,,255 m2,,Đất,,Phường Tân Định,5 m
"Đường Trừ Văn Thố, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương",,,Huyện Bàu Bàng,,,,,,,,,Đất thổ cư,49 m,,1100000000,"4,49 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Bình Dương,,245 m2,,Đất,,Xã Trừ Văn Thố,5 m
"Đường ĐT 605, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất nền dự án,12 m,,1000000000,"13,89 triệu/m2",,,,,Bình Dương,,72 m2,,Đất,,Phường Mỹ Phước,6 m
"Long Nguyên, Xã Long Nguyên, Huyện Bàu Bàng, Bình Dương",,,Huyện Bàu Bàng,,,,,,,,Mặt tiền,Đất công nghiệp,35 m,,840000000,840.000 đ/m2,,,,,Bình Dương,,1000 m2,,Đất,,Xã Long Nguyên,30 m
"Đường Võ Văn Kiệt, Phường Phú Tân, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,8,,,,,Mặt tiền,Đất thổ cư,24 m,,1190000000,"9,92 triệu/m2",,1,,,Bình Dương,,120 m2,,Đất,,Phường Phú Tân,5 m
"bình hoà, Phường Bình Hòa, Thành phố Thuận An, ",,,Thành phố Thuận An,,,,,,,,Mặt tiền,Đất thổ cư,26 m,,2950000000,"23,23 triệu/m2",,1,,,,,127 m2,,Đất,,Phường Bình Hòa,5 m
"107A, D5, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,D55,Đông Nam,,,,,Mặt tiền,Đất thổ cư,22 m,,1420000000,"12,68 triệu/m2",Nở hậu,Đã có sổ,,,Bình Dương,,112 m2,,Nhà ở,56,Phường Phú Hòa,5 m
"Nguyễn Chí thanh, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,Mặt tiền,Đất thổ cư,15 m,,2300000000,"15,97 triệu/m2",,Đã có sổ,,,Bình Dương,,144 m2,,Đất,,Phường Hiệp An,9.6 m
"NL, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất thổ cư,30 m,,1750000,11.666 đ/m2,,,,,Bình Dương,,150 m2,,Nhà ở,,Phường Thới Hòa,5 m
"sưu Nguyệt ánh, Phường Đông Hòa, Thị xã Dĩ An, ",,,Thị xã Dĩ An,,,5,,,,,Mặt tiền,Đất công nghiệp,28 m,,7500000000,"21,55 triệu/m2",,,,,,,348 m2,,Đất,,Phường Đông Hòa,12 m
"Đường Cao tốc Mỹ Phước – Tân Vạn, ",,,,,,Đông,,,,,Mặt tiền,Đất thổ cư,20 m,,1165000000,"11,65 triệu/m2",,1,,,,,100 m2,,Nhà ở,,,5 m
"Đường Võ Văn Kiệt, Phường Phú Tân, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,Mặt tiền,Đất thổ cư,26 m,,2000000000,"15,38 triệu/m2",Nở hậu,Đã có sổ,,,Bình Dương,,130 m2,,Đất,,Phường Phú Tân,5 m
"D9, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,,Mặt tiền,Đất nền dự án,20 m,,4000000000,40 triệu/m2,,Đã có sổ,,,Bình Dương,,100 m2,,Đất,,Phường Lái Thiêu,5 m
"kdc Vĩnh phú 2, Đường Vĩnh Phú 41, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,KDC Vĩnh Phú 2,Bắc,,,,,Mặt tiền,Đất nền dự án,26 m,,1350000000,"10,38 triệu/m2",,Đang chờ sổ,,,Bình Dương,,130 m2,,Đất,B6,Phường Vĩnh Phú,5 m
"Đường Số 9, Thị xã Tân Uyên, ",,,Thị xã Tân Uyên,,,,,,,,,Đất thổ cư,20 m,,1999999999,20 triệu/m2,,,,,,,100 m2,,Đất,,,5 m
"bình hoà, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,,Mặt tiền,Đất thổ cư,19 m,,2300000000,"24,73 triệu/m2",,Đã có sổ,,,Bình Dương,,93 m2,,Đất,,Phường Bình Hòa,5 m
"Dt744, Xã Định An, Huyện Dầu Tiếng, Bình Dương",,,Huyện Dầu Tiếng,,,Đông Bắc,,,,,,Đất nông nghiệp,,,4000000000,222.222 đ/m2,,1,,,Bình Dương,,18000 m2,,Căn hộ/Chung cư,,Xã Định An,
"Đường ĐT 747, Xã Hội Nghĩa, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,,,,,,Mặt tiền,Đất thổ cư,39 m,,5000000000,"25,51 triệu/m2",,Đã có sổ,,,Bình Dương,,196.2 m2,,Căn hộ/Chung cư,,Xã Hội Nghĩa,5 m
"Đường Quốc Lộ 13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",,,Huyện Bàu Bàng,,,,,,,,Mặt tiền,Đất thổ cư,36 m,,1050000000,"5,87 triệu/m2",,Đã có sổ,,,Bình Dương,,179 m2,,Nhà ở,,Thị trấn Lai Uyên,5 m
"Đường ĐT 743, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,Tây Nam,,,,,Mặt tiền,Đất thổ cư,43 m,,13000000000,"30,09 triệu/m2",,Đã có sổ,,,Bình Dương,,432 m2,,Nhà ở,,Phường Tân Đông Hiệp,10 m
"Đường DH516, Thị trấn Lai Uyên, Bình Dương",,,,,,,,,,,Mặt tiền,Đất nông nghiệp,106 m,,850000000,"1,6 triệu/m2",,Đã có sổ,,,Bình Dương,,531 m2,,Đất,,Thị trấn Lai Uyên,5 m
"Đường Bùi Trọng Nghĩa, ",,,,,,3,,,Nội thất đầy đủ,Nhà ngõ,,,14 m,132 m²,2400000000,"34,29 triệu/m²",,1,Hẻm xe hơi,,,3 phòng,70 m²,2 phòng,Căn hộ/Chung cư,,,5 m
"Tinh Lộ 767, Xã Hố Nai 3, Huyện Trảng Bom, Đồng Nai",,,Huyện Trảng Bom,,,Đông,,,,Nhà mặt phố,,,32 m,,330000000,"1,78 triệu/m²",,Đã có sổ,,,Đồng Nai,2 phòng,185 m²,1 phòng,Căn hộ/Chung cư,,Xã Hố Nai 3,6 m
"N12, Thành phố Biên Hòa, Đồng Nai",,,Thành phố Biên Hòa,,,,,,,Nhà mặt phố,,,18 m,,5200000000,"72,22 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Đồng Nai,2 phòng,72 m²,1 phòng,Nhà ở,,,4 m
