address,area,block,direction,floors,furnishing_sell,house_type,land_type,length,living_size,price,price_m2,property_legal_document,property_road_condition,region,rooms,size,toilets,ward,width
"Đường Ngô Quyền, Phường An Hoà, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,14 m,90 m²,1200000000,"21,43 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,56 m²,2 phòng,Phường An Hoà,4 m
"Đường Điểu Xiển, Xã Bàu Trâm, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Đông Nam,,Hoàn thiện cơ bản,Nhà ngõ,,28 m,525 m²,2600000000,"4,95 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,525 m²,1 phòng,Xã Bàu Trâm,20 m
"DT768, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,Đông Nam,,,Nhà ngõ,,26 m,130 m²,1200000000,"9,23 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,130 m²,1 phòng,Xã Thạnh Phú,5 m
"Đường Phùng Hưng, Phường Tam Phước, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,2,Hoàn thiện cơ bản,Nhà ngõ,,10 m,60 m²,520000000,13 triệu/m²,Giấy tờ khác,,Đồng Nai,2 phòng,40 m²,1 phòng,Phường Tam Phước,4 m
"123, 5, Xã Xuân Hưng, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,,,Nhà ngõ,,25 m,125 m²,1300000000,"10,4 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,125 m²,1 phòng,Xã Xuân Hưng,5 m
"Đường Nguyễn Ái Quốc, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,26 m,123 m²,3100000000,"25,2 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,123 m²,1 phòng,Phường Hố Nai,
"Đường Hà Huy Giáp, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Nội thất đầy đủ,Nhà ngõ,,85 m,390 m²,5400000000,"8,72 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,619.6 m²,1 phòng,Thị trấn Long Thành,7.3 m
"Đường Trần Quốc Toản, Phường An Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà phố liền kề,,20 m,160 m²,3900000000,"48,75 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,80 m²,2 phòng,Phường An Bình,4 m
"Đường N12, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Nội thất đầy đủ,Nhà mặt phố,,18 m,,5200000000,"72,22 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,72 m²,1 phòng,Phường Thống Nhất,4 m
"Đường Yết Kiêu, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,,,1350000000,"13,5 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,100 m²,2 phòng,Phường Long Bình,
"Đường Phùng Hưng, Xã An Phước, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Tây Nam,,,Nhà ngõ,,20 m,160 m²,950000000,"11,88 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,80 m²,2 phòng,Xã An Phước,4 m
"Đường 14, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,,Nhà biệt thự,,15 m,190 m²,5600000000,28 triệu/m²,,,Đồng Nai,2 phòng,200 m²,,Thị trấn Long Thành,7 m
"Đường Duy Tân, Phường Bảo Vinh, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,,,,Nhà ngõ,,22 m,110 m²,1450000000,"13,18 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,110 m²,1 phòng,Phường Bảo Vinh,5 m
"Đường Đồng Khởi, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,,Nhà mặt phố,,14 m,,8200000000,"136,67 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,60 m²,3 phòng,Phường Tân Phong,4.5 m
"Đường Phan Bội Châu, Phường Xuân An, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Tây,,,Nhà mặt phố,,20 m,85 m²,4700000000,"55,29 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,85 m²,1 phòng,Phường Xuân An,4.2 m
"hẻm 86 đường huỳnh văn luỹ, Phường Hòa Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,,Nhà ngõ,,6 m,62 m²,1290000000,"41,61 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,31 m²,2 phòng,Phường Hòa Bình,5 m
"đường song hành, Xã Xuân Hiệp, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,,,Nhà mặt phố,,5 m,30 m²,1200000000,40 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,1 phòng,30 m²,1 phòng,Xã Xuân Hiệp,6 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,3,Bàn giao thô,Nhà mặt phố,,20 m,300 m²,7900000000,"49,38 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,160 m²,3 phòng,Xã Long Hưng,8 m
"Đường 51, Xã Long An, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Đông Bắc,,,Nhà ngõ,,20 m,200 m²,2900000000,29 triệu/m²,,Hẻm xe hơi,Đồng Nai,3 phòng,100 m²,2 phòng,Xã Long An,5 m
"Đường Tân Hiệp, Xã Tân Hiệp, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Nội thất đầy đủ,Nhà mặt phố,,21 m,106 m²,1650000000,"15,57 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,106 m²,1 phòng,Xã Tân Hiệp,5 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,2,Bàn giao thô,Nhà biệt thự,,20 m,200 m²,8000000000,"66,67 triệu/m²",Đang chờ sổ,,Đồng Nai,4 phòng,120 m²,4 phòng,Xã Long Hưng,6 m
"Đường Đồng Khởi, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Bắc,,,Nhà ngõ,,30 m,150 m²,3000000000,20 triệu/m²,,,Đồng Nai,2 phòng,150 m²,1 phòng,Phường Trảng Dài,5 m
"Đường 768, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,,Nhà mặt phố,,26 m,263 m²,3600000000,"13,69 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,7 phòng,263 m²,Nhiều hơn 6 phòng,Xã Thạnh Phú,10 m
"Kp4 Trảng Dài Biên Hòa Đồng Nai, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,,Nhà ngõ,,10 m,100 m²,950000000,19 triệu/m²,,,Đồng Nai,2 phòng,50 m²,2 phòng,Phường Trảng Dài,5 m
"Đường Đoàn Văn Cự, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,31 m,187 m²,6200000000,"33,16 triệu/m²",,,Đồng Nai,2 phòng,187 m²,1 phòng,Phường Tam Hiệp,6 m
"Đường Bùi Hữu Nghĩa, Phường Bửu Hòa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Nam,,Nội thất đầy đủ,Nhà ngõ,,12 m,80 m²,1200000000,24 triệu/m²,Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,50 m²,2 phòng,Phường Bửu Hòa,4.5 m
"Lê Đại Hành, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,30 m,150 m²,3650000000,"24,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,1 phòng,150 m²,1 phòng,Phường Hố Nai,5 m
"Đường Trương Quyền, Phường Tân Mai, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,,,7500000000,"20,05 triệu/m²",,,Đồng Nai,1 phòng,374 m²,,Phường Tân Mai,
"bùi trong nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,,Nhà ngõ,,23 m,50 m²,1650000000,"14,35 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,115 m²,1 phòng,Phường Trảng Dài,5 m
"Đường Đồng Khởi, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,,Nội thất đầy đủ,Nhà mặt phố,,29 m,,19500000000,"116,07 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,168 m²,2 phòng,Phường Tân Hiệp,6.48 m
"Chủ nhà : 0971442270, Đường ĐT 768, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,,Nhà mặt phố,,15 m,,850000000,"14,17 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,60 m²,2 phòng,Xã Thạnh Phú,4 m
"Đường Nguyễn Thị Tồn, Phường Bửu Hòa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Hoàn thiện cơ bản,Nhà ngõ,,12 m,,2200000000,"38,6 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,1 phòng,57 m²,1 phòng,Phường Bửu Hòa,4 m
"Đường quốc lộ 51 xã Long Đức, huyện Long Thành, tỉnh Đồng Nai.",Huyện Long Thành,sapphire,,3,,Nhà phố liền kề,,20 m,143 m²,4300000000,43 triệu/m²,Đã có sổ,,Đồng Nai,3 phòng,100 m²,3 phòng,Xã Long Đức,5 m
"Đường Quốc Lộ 51, Xã Long Đức, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,,Nhà mặt phố,,20 m,,3000000000,30 triệu/m²,Đã có sổ,,Đồng Nai,3 phòng,100 m²,3 phòng,Xã Long Đức,5 m
"Đường Bùi Hữu Nghĩa, Phường Bửu Hòa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Nội thất cao cấp,Nhà ngõ,,12 m,,4500000000,"48,91 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,92 m²,2 phòng,Phường Bửu Hòa,8 m
"Đường 768B, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,Nội thất đầy đủ,Nhà ngõ,,26 m,130 m²,2300000000,"17,69 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,130 m²,2 phòng,Phường Trảng Dài,5 m
"Đường Quốc lộ 1A, Xã Tây Hoà, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,,Nhà mặt phố,,,,4799000000,"17,58 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,273 m²,1 phòng,Xã Tây Hoà,
"Đường Bắc Sơn - Long Thành, Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Nam,,,Nhà ngõ,,20 m,100 m²,900000000,9 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,100 m²,1 phòng,Xã Bắc Sơn,5 m
"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,,Nội thất đầy đủ,Nhà ngõ,,22.5 m,129.6 m²,3650000000,"28,29 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,129.6 m²,2 phòng,Phường Bửu Long,6 m
"Đường Phan Văn Đáng, Xã Phú Hữu, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,,Nhà ngõ,,,,2600000000,"23,64 triệu/m²",,,Đồng Nai,3 phòng,110 m²,2 phòng,Xã Phú Hữu,
"Đường Nguyễn Thái Học, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,,Nhà ngõ,,30 m,150 m²,2250000000,15 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,150 m²,1 phòng,Phường Trảng Dài,5 m
"Đường Nguyễn Ái Quốc, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,46 m,,10700000000,"46,52 triệu/m²",,,Đồng Nai,2 phòng,230 m²,1 phòng,Phường Trảng Dài,5 m
"Đường Võ Thị Sáu, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Hoàn thiện cơ bản,Nhà ngõ,,10 m,74 m²,1600000000,20 triệu/m²,Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,80 m²,2 phòng,Phường Thống Nhất,8 m
"Đường 768, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,,Nhà ngõ,,18 m,120 m²,1450000000,"16,11 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,90 m²,2 phòng,Xã Thạnh Phú,5 m
"Đường Số 1, Phường Tân Hòa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,,,3500000000,"31,82 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,110 m²,1 phòng,Phường Tân Hòa,
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,,,Nhà ngõ,,13.5 m,120 m²,1380000000,"18,4 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,75 m²,2 phòng,Phường Trảng Dài,5 m
"Đường Hương Lộ 6, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,,Nhà ngõ,,,105 m²,1400000000,"13,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,105 m²,2 phòng,Xã Thạnh Phú,
"3, Đường Phan Văn Đáng, Xã Phú Hữu, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,1,Nội thất đầy đủ,Nhà ngõ,,22 m,105 m²,2550000000,"23,18 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,110 m²,2 phòng,Xã Phú Hữu,5 m
"Đường Lê Duẩn, Thị trấn Trảng Bom, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Bắc,,Nội thất đầy đủ,Nhà ngõ,,20 m,100 m²,2000000000,20 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,100 m²,2 phòng,Thị trấn Trảng Bom,5 m
"Đường Phạm Văn Thuận, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,,,Nhà mặt phố,,18 m,72 m²,11000000000,"152,78 triệu/m²",Đã có sổ,,Đồng Nai,1 phòng,72 m²,1 phòng,Phường Tam Hiệp,4 m
"Đường 319, Xã Phước Thiền, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,,Nhà mặt phố,,18 m,108 m²,1850000000,"17,13 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,108 m²,1 phòng,Xã Phước Thiền,6 m
"Nguyễn khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,,,Nhà ngõ,,30 m,150 m²,2950000000,"19,67 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,150 m²,1 phòng,Phường Trảng Dài,5 m
"Mặt đường HƯƠNG LỘ 2 - GIÁP QUẬN 9, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,PHÂN KHU 3 - ĐẢO PHƯỢNG HOÀNG,Đông,3,Bàn giao thô,Nhà phố liền kề,,22 m,200 m²,880000000,"6,52 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Đồng Nai,3 phòng,135 m²,3 phòng,Xã Long Hưng,6 m
"Trục 16, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,Tây,,,Nhà ngõ,,20 m,100 m²,780000000,"7,8 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,1 phòng,100 m²,1 phòng,Xã Thạnh Phú,5 m
"Đường Phạm Văn Diêu, Phường Tân Hạnh, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,1,,Nhà mặt phố,,10 m,42 m²,839000000,"19,98 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,42 m²,2 phòng,Phường Tân Hạnh,4 m
"Đường 1, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,1,Hoàn thiện cơ bản,Nhà mặt phố,,18 m,90 m²,1250000000,"13,89 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,90 m²,1 phòng,Phường Trảng Dài,5 m
"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,20 m,130 m²,1550000000,"15,5 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,100 m²,2 phòng,Phường Trảng Dài,5 m
"2D, Khu Phố 4 B, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,1,,Nhà ngõ,,11 m,110 m²,890000000,"16,18 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,55 m²,2 phòng,Phường Trảng Dài,5 m
"Đường D1, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,,Nội thất đầy đủ,Nhà ngõ,,20 m,170 m²,1550000000,"15,5 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,100 m²,2 phòng,Phường Trảng Dài,5 m
"Đường Quốc lộ 1A, Xã Suối Cát, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,,,Nhà phố liền kề,,20 m,300 m²,1400000000,"4,67 triệu/m²",,,Đồng Nai,3 phòng,300 m²,4 phòng,Xã Suối Cát,15 m
"A. Tùng- 0937764234, Đường ĐT 768, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,,Nhà mặt phố,,,,4600000000,"15,33 triệu/m²",Đã có sổ,,Đồng Nai,5 phòng,300 m²,3 phòng,Xã Thạnh Phú,
"Kp8, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,,,Nhà ngõ,,18.5 m,92.5 m²,1440000000,"15,65 triệu/m²",Giấy tờ khác,,Đồng Nai,1 phòng,92.5 m²,1 phòng,Phường Tân Phong,5 m
"hùng vương, Phường Xuân Hoà, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Đông Nam,,,Nhà ngõ,,16 m,80 m²,2500000000,"28,41 triệu/m²",,,Đồng Nai,2 phòng,88 m²,1 phòng,Phường Xuân Hoà,5 m
"Nguyễn ái quoc, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,,Nội thất đầy đủ,Nhà ngõ,,28 m,150 m²,2349000000,"15,66 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,150 m²,1 phòng,Phường Tân Phong,57 m
"Đường Nguyễn Ái Quốc, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,,,3150000000,"27,16 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,116 m²,2 phòng,Phường Tân Hiệp,
"Đường quốc lộ 51 xã Long Đức, huyện Long Thành, tỉnh Đồng Nai., Xã Long Đức, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Đông,,,Nhà mặt phố,,20 m,149 m²,5000000000,50 triệu/m²,,,Đồng Nai,3 phòng,100 m²,3 phòng,Xã Long Đức,5 m
"Đường Quốc lộ 15, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,,Nhà ngõ,,14 m,97 m²,2050000000,"21,13 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,97 m²,1 phòng,Phường Tân Hiệp,7 m
"Đường Thân Nhân Trung, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,26 m,140.4 m²,3100000000,"22,14 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,140.4 m²,1 phòng,Phường Hố Nai,5.4 m
"Đường Nguyễn Thành Phương, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,9.55 m,150 m²,8000000000,"90,91 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,88 m²,2 phòng,Phường Thống Nhất,9.26 m
"4, Đường 767, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,,Nhà ngõ,,20 m,100 m²,1450000000,"14,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,100 m²,2 phòng,Xã Thạnh Phú,5 m
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,1,Nội thất cao cấp,Nhà ngõ,,24 m,180 m²,2850000000,"23,75 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,120 m²,2 phòng,Phường Trảng Dài,5 m
"Đường Thân Nhân Trung, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,,Nội thất đầy đủ,Nhà ngõ,,26 m,130 m²,1850000000,"14,23 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,130 m²,1 phòng,Phường Trảng Dài,5 m
"Đường Phạm Văn Đồng, Xã Phước Thiền, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,,Nhà biệt thự,,15 m,173 m²,5800000000,"55,24 triệu/m²",,,Đồng Nai,3 phòng,105 m²,3 phòng,Xã Phước Thiền,7 m
"Ấp chợ, Đường ĐT 763, Xã Suối Nho, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,Nam,,Nội thất đầy đủ,Nhà mặt phố,,54 m,500 m²,1800000000,"3,3 triệu/m²",Đã có sổ,,Đồng Nai,4 phòng,545 m²,3 phòng,Xã Suối Nho,10 m
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,1,Nội thất cao cấp,Nhà ngõ,,5 m,150 m²,2400000000,32 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,75 m²,2 phòng,Phường Trảng Dài,15 m
"LH: 0969182908--0901757616, DT 768, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,20 m,,1400000000,"16,28 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,86 m²,2 phòng,Phường Bửu Long,4 m
"Đường Phạm Văn Diêu, Phường Tân Hạnh, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,2,,Nhà ngõ,,13 m,130 m²,2250000000,"34,62 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,65 m²,2 phòng,Phường Tân Hạnh,5 m
"Hoàng Việt, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,20 m,100 m²,2000000000,20 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,100 m²,2 phòng,Phường Trảng Dài,5 m
"Đường 768, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,Đông Nam,,Bàn giao thô,Nhà ngõ,,32.5 m,300 m²,2500000000,"8,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,300 m²,2 phòng,Xã Thạnh Phú,5.4 m
"Đường Tôn Đức Thắng, Thị trấn Hiệp Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,,Nhà phố liền kề,,20 m,,3800000000,38 triệu/m²,Đang chờ sổ,,Đồng Nai,3 phòng,100 m²,3 phòng,Thị trấn Hiệp Phước,5 m
"Bùi hữu nghĩa, Phường Bửu Hòa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,,,Nhà ngõ,,7.8 m,54.3 m²,1500000000,"27,78 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,54.3 m²,2 phòng,Phường Bửu Hòa,6.7 m
"Đường Tôn Đức Thắng, Thị trấn Hiệp Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,,Nhà mặt phố,,20 m,139 m²,3750000000,"37,5 triệu/m²",,,Đồng Nai,3 phòng,100 m²,2 phòng,Thị trấn Hiệp Phước,5 m
"Bán đảo Đại Phước, Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,,Nhà mặt phố,,,,3900000000,"19,5 triệu/m²",,,Đồng Nai,4 phòng,200 m²,3 phòng,Xã Đại Phước,
"Đường Nguyễn Thái Học, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Nam,,Nội thất cao cấp,Nhà ngõ,,,150 m²,1750000000,"24,31 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,72 m²,2 phòng,Phường Trảng Dài,
"Chưa Có, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,1,,Nhà ngõ,,20 m,150 m²,1550000000,"15,5 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,100 m²,2 phòng,Phường Trảng Dài,5 m
"Đường Thân Nhân Trung, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Nam,,Hoàn thiện cơ bản,Nhà ngõ,,20.5 m,102 m²,920000000,"10,7 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,1 phòng,86 m²,1 phòng,Phường Trảng Dài,4.2 m
"Hẻm Ô Tô, Xã Phước An, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,Đông,,,Nhà ngõ,,26 m,100 m²,600000000,6 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,1 phòng,100 m²,1 phòng,Xã Phước An,4.4 m
