address,apartment_feature,apartment_type,area,balconydirection,block,direction,floornumber,furnishing_sell,price,price_m2,property_legal_document,property_status,region,rooms,size,toilets,unitnumber,ward
"đường 45 Tân Lập, Phường Đônh Hòa, thị xã Dĩ An, Bình Dương, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,1100000000,"27,5 triệu/m²",Đang chờ sổ,Đã bàn giao,Bình Dương,1 phòng,40 m²,,,Phường Đông Hòa
"Đường ĐT 743, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,Diamond,,,Nội thất cao cấp,2500000000,"33,33 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,2 phòng,75 m²,2 phòng,,Phường Dĩ An
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Căn góc,Chung cư,Thành phố Thuận An,,2,,29,Nội thất cao cấp,890000000,"15,08 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,59 m²,2 phòng,,Phường Thuận Giao
"Số 30 DT743C, khu phố Thống Nhất, thị xã Dĩ An, tỉnh Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,DIAMOND,,,Nội thất đầy đủ,1400000000,35 triệu/m²,Giấy tờ khác,Chưa bàn giao,Bình Dương,1 phòng,40 m²,1 phòng,,Phường Dĩ An
"Đường Trần Phú, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,,,,,,2600000000,"32,5 triệu/m²",,Chưa bàn giao,Bình Dương,2 phòng,80 m²,2 phòng,,Phường Chánh Nghĩa
"12, Đường Trần Phú, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,Đông,2,Tây,10,Nội thất cao cấp,2700000000,"34,18 triệu/m²",,Chưa bàn giao,Bình Dương,2 phòng,79 m²,2 phòng,A1414,Phường Chánh Nghĩa
"Đường Đại Lộ Bình Dương, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Căn góc,Chung cư,Thành phố Thủ Dầu Một,Đông Nam,,Đông Nam,6,Nội thất cao cấp,2600000000,"39,39 triệu/m²",Đang chờ sổ,Đã bàn giao,Bình Dương,2 phòng,66 m²,2 phòng,,Phường Phú Hòa
"Đường Lê Thị Trung, Phường An Phú, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,Hoàn thiện cơ bản,1100000000,"23,4 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,47 m²,2 phòng,,Phường An Phú
"Đường Đại Lộ Bình Dương, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,Hoàn thiện cơ bản,1870000000,"27,91 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,67 m²,2 phòng,,Phường Lái Thiêu
"Số 30 DT743C, khu phố Thống Nhất, thị xã Dĩ An, tỉnh Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,Nội thất đầy đủ,2534636000,"33,35 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,1 phòng,76 m²,1 phòng,,Phường Dĩ An
"Đường Quốc Lộ 13, Phường Phú Thọ, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,,,,17,Nội thất cao cấp,2100000000,"37,5 triệu/m²",Đang chờ sổ,Đã bàn giao,Bình Dương,2 phòng,56 m²,1 phòng,,Phường Phú Thọ
"Đường Hữu Nghị, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",Căn góc,Chung cư,Thành phố Thuận An,Tây Nam,,Đông,,Nội thất cao cấp,2850000000,38 triệu/m²,Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,75 m²,2 phòng,,Phường Bình Hòa
"Đường Lê Thị Trung, Phường An Phú, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,1100000000,"16,92 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,65 m²,2 phòng,,Phường An Phú
"26 Đường Đại Lộ Bình Dương, Khu phố 7, Phường Phú Hòa, Thủ Dầu Một, Bình Dương, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Căn góc,Chung cư,Thành phố Thủ Dầu Một,Đông Bắc,A,Tây,10,Hoàn thiện cơ bản,1590000000,"28,39 triệu/m²",Đang chờ sổ,Đã bàn giao,Bình Dương,2 phòng,56 m²,2 phòng,18,Phường Phú Hòa
"Đường Hoàng Hoa Thám, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,,,,3,Nội thất đầy đủ,1000000000,"23,81 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,1 phòng,42 m²,1 phòng,,Phường Phú Lợi
"Đường Đào Trinh Nhất, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông Bắc,,Đông Nam,,Hoàn thiện cơ bản,2200000000,"32,84 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,67 m²,2 phòng,,Phường An Bình
"Đường Quốc Lộ 13, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Nam,C,Bắc,,Hoàn thiện cơ bản,1850000000,"27,61 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,67 m²,2 phòng,,Phường Lái Thiêu
"Mặt tiền quốc lộ 13, phường Vĩnh Phú, Thuận An, Bình Dương., Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Nam,,Bắc,,Hoàn thiện cơ bản,1650000000,33 triệu/m²,Đang chờ sổ,Chưa bàn giao,Bình Dương,1 phòng,50 m²,,,Phường Vĩnh Phú
"Đường Số 1, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,,,,,Nội thất đầy đủ,1180000000,"28,78 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,1 phòng,41.4 m²,1 phòng,,Phường Hiệp Thành
"Đường Trần Phú, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,Đông Nam,,Tây Nam,,,2400000000,"32,88 triệu/m²",,Chưa bàn giao,Bình Dương,2 phòng,73.8 m²,2 phòng,,Phường Chánh Nghĩa
"Đường Trần Phú, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,Đông Nam,,Đông Bắc,,,3000000000,"31,91 triệu/m²",,Chưa bàn giao,Bình Dương,3 phòng,94 m²,2 phòng,,Phường Chánh Nghĩa
"Số 30 DT743C, khu phố Thống Nhất, thị xã Dĩ An, tỉnh Bình Dương",,Chung cư,Thị xã Dĩ An,Tây,,Đông,,Hoàn thiện cơ bản,2100000000,"30,43 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,69.96 m²,2 phòng,,Phường Dĩ An
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông Bắc,B,,22,Hoàn thiện cơ bản,2300000000,"31,51 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,73 m²,2 phòng,,Phường An Bình
"Đường Thuận Giao 25, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,Nội thất đầy đủ,225000000,"5,36 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,42 m²,1 phòng,,Phường Thuận Giao
"Đường Mỹ Phước Tân Vạn, Phường Bình An, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,Đông Nam,,Đông Nam,,Nội thất cao cấp,1352000000,26 triệu/m²,Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,52 m²,2 phòng,,Phường Bình An
"QL13, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Căn góc,Chung cư,Thành phố Thuận An,,,Đông Nam,,Hoàn thiện cơ bản,2034000000,"30,36 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,67 m²,2 phòng,,Phường Lái Thiêu
"Đường Đại Lộ Bình Dương, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Officetel,Thành phố Thuận An,,,,,Hoàn thiện cơ bản,1500000000,"37,5 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,1 phòng,40 m²,1 phòng,,Phường Thuận Giao
"Đường 22/12, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Tây,,Đông,,Hoàn thiện cơ bản,390000000,"11,14 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,35 m²,1 phòng,,Phường Thuận Giao
"Mặt tiền đường Thống Nhất, phường Đông Hoà, Dĩ An, Bình Dương., Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Tây Nam,C,Nam,20,Nội thất cao cấp,1806000000,"31,68 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,57.28 m²,2 phòng,13,Phường Đông Hòa
"Quốc Lộ 1K, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,Tây,A,Đông Nam,17,Hoàn thiện cơ bản,1762000000,"31,46 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,56 m²,2 phòng,A.17.12,Phường Đông Hòa
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Tây Nam,A,,,Hoàn thiện cơ bản,2550000000,34 triệu/m²,Đang chờ sổ,Đã bàn giao,Bình Dương,2 phòng,75 m²,2 phòng,,Phường An Bình
"115 DT 743 ngã tư 550 Tp Dĩ An Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,Nam,Charm Diamond,Bắc,15,Nội thất cao cấp,1200000000,"33,33 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,1 phòng,36 m²,1 phòng,,Phường Dĩ An
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,2400000000,32 triệu/m²,,Đã bàn giao,Bình Dương,2 phòng,75 m²,2 phòng,,Phường An Bình
"45 Tân lập, Phường Tân Hòa, Thị xã Dĩ An, Bình Dương.",,Chung cư,Thị xã Dĩ An,,,,,Nội thất cao cấp,1680000000,"33,6 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,50 m²,2 phòng,,Phường Tân Đông Hiệp
"Đường Quốc lộ 1K, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông Nam,,Tây Bắc,,,1500000000,"34,09 triệu/m²",,Chưa bàn giao,Bình Dương,2 phòng,44 m²,1 phòng,,Phường Đông Hòa
"45 Tân lập, Phường Tân Hòa, Thị xã Dĩ An, Bình Dương., Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,A,,,Hoàn thiện cơ bản,1630000000,"32,6 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,50.4 m²,2 phòng,,Phường Tân Đông Hiệp
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,250000000,"7,81 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,1 phòng,32 m²,1 phòng,,Phường Thuận Giao
"Mặt tiền đường Thống Nhất, phường Đông Hoà, Dĩ An, Bình Dương., Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,Hoàn thiện cơ bản,1500000000,"29,41 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,51 m²,2 phòng,,Phường Đông Hòa
"Đường Quốc Lộ 13, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,329000000,"4,84 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,68 m²,2 phòng,,Phường Thuận Giao
"Đường Đại Lộ Bình Dương, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Căn góc,Chung cư,Thành phố Thuận An,,,,,,2100000000,"41,18 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,1 phòng,51 m²,1 phòng,,Phường Thuận Giao
"Số 11 Nguyễn Văn Tiết, phường Lái Thiêu, thành phố Thuận An, tỉnh Bình Dương., Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Nam,A,Đông Bắc,,Hoàn thiện cơ bản,1620000000,"32,4 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,1 phòng,50 m²,1 phòng,,Phường Lái Thiêu
"Đường Dân Chủ, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",,Căn hộ dịch vụ,Thị xã Tân Uyên,,,,,,2650000000,"26,5 triệu/m²",,Chưa bàn giao,Bình Dương,3 phòng,100 m²,3 phòng,,Xã Vĩnh Tân
"Đường Quốc lộ 1A, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Tây Nam,A,Đông Nam,,Nội thất đầy đủ,1210000000,"26,3 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,46 m²,1 phòng,,Phường Bình Thắng
"Đường Lê Thị Trung, Phường An Phú, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,1500000000,"23,08 triệu/m²",,Chưa bàn giao,Bình Dương,2 phòng,65 m²,2 phòng,,Phường An Phú
"45 Tân lập, Phường Tân Hòa, Thị xã Dĩ An, Bình Dương., Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Nam,,Đông Bắc,,Nội thất đầy đủ,1600000000,"31,37 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,51.33 m²,2 phòng,,Phường Tân Đông Hiệp
"Đường ĐT 743, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,Bắc,,Nam,,Nội thất cao cấp,1400000000,"32,56 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,1 phòng,43.4 m²,1 phòng,,Phường Dĩ An
"45 Tân lập, Phường Tân Hòa, Thị xã Dĩ An, Bình Dương., Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,19,,1600000000,"28,07 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,57 m²,2 phòng,b19.14,Phường Tân Đông Hiệp
"Đường Thuận Giao 25, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,900000000,20 triệu/m²,Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,45 m²,1 phòng,,Phường Thuận Giao
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương.",,Chung cư,Thành phố Thuận An,,A,,8,Nội thất đầy đủ,900000000,"27,27 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,1 phòng,33 m²,1 phòng,,Phường Thuận Giao
"Đường Đại Lộ Bình Dương, Phường Hưng Định, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,Nội thất cao cấp,1779000000,"29,65 triệu/m²",Đang chờ sổ,Đã bàn giao,Bình Dương,2 phòng,60 m²,2 phòng,,Phường Hưng Định
"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,Đông Bắc,,Nội thất đầy đủ,1070000000,"23,26 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,46 m²,1 phòng,,Phường Bình Thắng
"Số 11 Nguyễn Văn Tiết, phường Lái Thiêu, thành phố Thuận An, tỉnh Bình Dương.",,Chung cư,Thành phố Thuận An,,B,,28,Hoàn thiện cơ bản,1350000000,"33,75 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,1 phòng,40.1 m²,1 phòng,28,Phường Lái Thiêu
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,900000000,"27,27 triệu/m²",,Chưa bàn giao,Bình Dương,1 phòng,33 m²,1 phòng,,Phường Thuận Giao
"Đường Phan Bội Châu, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Nam,,Đông,,Hoàn thiện cơ bản,1300000000,"28,26 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,2 phòng,46 m²,2 phòng,,Phường Dĩ An
"Đường Thuận Giao 25, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Tây,A,Đông,,Nội thất đầy đủ,900000000,"22,5 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,40 m²,,,Phường Thuận Giao
"Đường Thuận Giao 25, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Căn góc,Căn hộ dịch vụ,Thành phố Thuận An,Tây,B,Đông,14,Hoàn thiện cơ bản,900000000,15 triệu/m²,Đã có sổ,Chưa bàn giao,Bình Dương,2 phòng,60 m²,2 phòng,B14-15,Phường Thuận Giao
"Đường Nguyễn Bỉnh Khiêm, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,Nội thất cao cấp,2013000000,33 triệu/m²,Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,61 m²,2 phòng,,Phường Đông Hòa
"01, D12, Xã Tân Vĩnh Hiệp, Thị xã Tân Uyên, Bình Dương",,Căn hộ dịch vụ,Thị xã Tân Uyên,Đông,,Đông,,,680000000,17 triệu/m²,,Chưa bàn giao,Bình Dương,2 phòng,40 m²,2 phòng,,Xã Tân Vĩnh Hiệp
"Phú Đông Premier, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,Đông Bắc,,,2250000000,"33,58 triệu/m²",,Đã bàn giao,Bình Dương,2 phòng,67 m²,2 phòng,,Phường An Bình
"Mặt tiền đường Thống Nhất, phường Đông Hoà, Dĩ An, Bình Dương., Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,Hoàn thiện cơ bản,1600000000,"31,37 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,51 m²,2 phòng,,Phường Đông Hòa
"Số 30 DT743C, khu phố Thống Nhất, thị xã Dĩ An, tỉnh Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,Diamond,,,Nội thất cao cấp,1200000000,"33,33 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,36 m²,1 phòng,,Phường Dĩ An
"Đường D16, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Tây,A,Đông Nam,9,Hoàn thiện cơ bản,330000000,"7,33 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,45 m²,1 phòng,12,Phường Thuận Giao
"A03a-09, 45 Tân Lập, Phường Tân Hòa, Thị Xã Dĩ An, Bình Dương, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,Hoàn thiện cơ bản,1630000000,"29,64 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,55 m²,2 phòng,A03a-09,Phường Tân Đông Hiệp
"A03a-10, 45 Tân Lập, Phường Tân Hòa, Thị Xã Dĩ An, Bình Dương, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Tây Bắc,,Bắc,,Hoàn thiện cơ bản,1580000000,"31,6 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,50 m²,2 phòng,A03a-10,Phường Tân Đông Hiệp
"quốc lộ 1a, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,1130000000,"29,74 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,1 phòng,38 m²,1 phòng,,Phường An Bình
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,Tây Nam,A,Đông Bắc,4,,2700000000,36 triệu/m²,Đang chờ sổ,Đã bàn giao,Bình Dương,2 phòng,75 m²,2 phòng,08,Phường An Bình
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Bắc,,Đông Nam,,,900000000,"21,43 triệu/m²",,Chưa bàn giao,Bình Dương,2 phòng,42 m²,1 phòng,,Phường Thuận Giao
"Đường Lê Trọng Tấn, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông Nam,A,Đông Nam,11,Hoàn thiện cơ bản,850000000,"18,48 triệu/m²",Đang chờ sổ,Đã bàn giao,Bình Dương,2 phòng,46 m²,1 phòng,A11,Phường An Bình
"Đường Thuận Giao 25, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,900000000,"22,5 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,2 phòng,40 m²,2 phòng,,Phường Thuận Giao
"Đường Phan Bội Châu, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,Hoàn thiện cơ bản,1400000000,"30,43 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,2 phòng,46 m²,2 phòng,,Phường Dĩ An
"45 Tân lập, Phường Tân Hòa, Thị xã Dĩ An, Bình Dương., Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,Đông Bắc,,,1650000000,"28,95 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,57.8 m²,2 phòng,,Phường Tân Đông Hiệp
"Đường Nguyễn Bỉnh Khiêm, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,,,Đông,,,35000000,500.000 đ/m²,Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,70 m²,2 phòng,,Phường Đông Hòa
"65 Đường Phạm Hữu Lầu, Phường Dĩ An, Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,Đông,,,1700000000,"33,33 triệu/m²",,Chưa bàn giao,Bình Dương,2 phòng,51 m²,2 phòng,,Phường Dĩ An
"Đường Lái Thiêu 1, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,B,Đông Nam,,,1420000000,"24,48 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,58 m²,1 phòng,,Phường Lái Thiêu
"Đường Cầu Sắt, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Căn góc,Chung cư,Thành phố Thuận An,,A,,,Hoàn thiện cơ bản,1400000000,25 triệu/m²,Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,56 m²,1 phòng,,Phường Lái Thiêu
"Phú Đông Premier, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Nam,B,Đông Bắc,12,Hoàn thiện cơ bản,2150000000,"31,62 triệu/m²",,Đã bàn giao,Bình Dương,2 phòng,68 m²,2 phòng,,Phường An Bình
"Đường Lê Thị Trung, Phường An Phú, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,Nội thất cao cấp,1450000000,"22,31 triệu/m²",,Chưa bàn giao,Bình Dương,2 phòng,65 m²,2 phòng,,Phường An Phú
"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,Nội thất cao cấp,1140000000,"24,78 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,46 m²,1 phòng,,Phường Bình Thắng
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",Căn góc,Penthouse,Thị xã Dĩ An,,"A,B",,,Nội thất đầy đủ,36000000,360.000 đ/m²,Đã có sổ,Đã bàn giao,Bình Dương,3 phòng,100 m²,3 phòng,A2.33 34 35 37,Phường An Bình
"212, Đường Trần Phú, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",Căn góc,Chung cư,Thành phố Thủ Dầu Một,Đông,A,Tây,27,Nội thất cao cấp,2600000000,"35,62 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,73.8 m²,2 phòng,CSKYA-2714,Phường Chánh Nghĩa
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Đông Nam,A,Nam,9,Nội thất cao cấp,900000000,"27,27 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,33 m²,1 phòng,,Phường Thuận Giao
"Thuận Giao25, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,900000000,15 triệu/m²,Đã có sổ,Chưa bàn giao,Bình Dương,2 phòng,60 m²,2 phòng,,Phường Thuận Giao
"Đường Quốc Lộ 13, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Đông Nam,,Tây Bắc,8,Hoàn thiện cơ bản,1250000000,"14,53 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,3 phòng,86 m²,2 phòng,09,Phường Lái Thiêu
"65 Đường Phạm Hữu Lầu, Phường Dĩ An, Dĩ An, Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Tây,,Đông Nam,,,1500000000,"26,32 triệu/m²",,Chưa bàn giao,Bình Dương,2 phòng,57 m²,2 phòng,,Phường Dĩ An
"Số 30 DT743C, khu phố Thống Nhất, thị xã Dĩ An, tỉnh Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,Nội thất cao cấp,34000000,34 triệu/m²,Giấy tờ khác,Chưa bàn giao,Bình Dương,1 phòng,1 m²,1 phòng,,Phường Dĩ An
