address,area,block,direction,floors,furnishing_sell,house_type,land_type,length,living_size,price,price_m2,property_legal_document,property_road_condition,region,rooms,size,toilets,ward,width
"dx 39, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà mặt phố,,25 m,125 m²,5200000000,"41,6 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,125 m²,3 phòng,Phường Phú Mỹ,5 m
"12A, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,Nam,,Hoàn thiện cơ bản,Nhà mặt phố,,23 m,161 m²,1600000000,"9,94 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,161 m²,2 phòng,Xã Trừ Văn Thố,7 m
"Đường Quốc Lộ 13, Xã An Điền, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,1,,Nhà phố liền kề,,20 m,200 m²,2300000000,23 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,100 m²,3 phòng,Xã An Điền,5 m
"Lai Thiêu, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,16 m,72 m²,1700000000,"23,61 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,72 m²,1 phòng,Phường Lái Thiêu,5 m
"12, 54, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,Tây Bắc,,,Nhà ngõ,,5 m,145 m²,2000000000,"13,79 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,145 m²,2 phòng,Phường Tân Phước Khánh,5 m
"dh2, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Đông,,,Nhà mặt phố,,30 m,300 m²,4400000000,"14,67 triệu/m²",Đã có sổ,,Bình Dương,10 phòng,300 m²,Nhiều hơn 6 phòng,Phường Thới Hòa,10 m
"Bình Nhâm 03, Phường Bình Nhâm, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà mặt phố,,24.1 m,,3050000000,"31,77 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,96.1 m²,2 phòng,Phường Bình Nhâm,4 m
"Sẹc Hẻm 220 Huỳnh Văn Lũy, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây,1,Nội thất đầy đủ,Nhà ngõ,,25 m,100 m²,4540000000,"45,4 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,100 m²,3 phòng,Phường Phú Lợi,4 m
"18, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà mặt phố,,11 m,44 m²,850000000,"19,32 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,44 m²,2 phòng,Phường Tân Phước Khánh,4 m
"Bình Chuẩn 03, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà mặt phố,,10 m,100 m²,980000000,"19,6 triệu/m²",Đang chờ sổ,,Bình Dương,2 phòng,50 m²,2 phòng,Phường Bình Chuẩn,5 m
"Đường ĐT 743, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,,Nhà ngõ,,20 m,160 m²,1900000000,"23,75 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,80 m²,2 phòng,Phường Dĩ An,4 m
"Đường Bùi Thị Cội, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,,Nhà mặt phố,,18 m,160 m²,3650000000,"45,63 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,80 m²,2 phòng,Phường Tân Đông Hiệp,5 m
"Đường N13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,Bắc,,,Nhà phố liền kề,,30 m,170 m²,1480000000,"9,87 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,150 m²,3 phòng,Thị trấn Lai Uyên,5 m
"Đường NE2, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Đông,2,Bàn giao thô,Nhà phố liền kề,,20 m,120 m²,2350000000,"19,58 triệu/m²",Đang chờ sổ,,Bình Dương,6 phòng,120 m²,4 phòng,Phường Thới Hòa,6 m
"Đường D2, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Nam,2,,Nhà mặt phố,,5 m,213 m²,6200000000,"77,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,80 m²,3 phòng,Phường Phú Lợi,13 m
"Đường Yersin, Phường Phú Cường, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà ngõ,,19 m,75 m²,4769000000,"63,59 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,75 m²,1 phòng,Phường Phú Cường,4 m
"Dân chủ, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà phố liền kề,,20 m,130 m²,2700000000,27 triệu/m²,Đã có sổ,,Bình Dương,3 phòng,100 m²,2 phòng,Xã Vĩnh Tân,5 m
"20/24, Đường Chiêu Liêu, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,1,Bàn giao thô,Nhà ngõ,,16 m,160 m²,4000000000,50 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,7 phòng,80 m²,Nhiều hơn 6 phòng,Phường Tân Đông Hiệp,5 m
"Đường NE2, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Đông,,Bàn giao thô,Nhà phố liền kề,,20 m,100 m²,2350000000,"23,5 triệu/m²",Đang chờ sổ,,Bình Dương,6 phòng,100 m²,4 phòng,Phường Thới Hòa,5 m
"Đường Nguyễn Tri Phương, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây,,,Nhà mặt phố,,15 m,120 m²,3100000000,"49,21 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,63 m²,3 phòng,Phường Chánh Nghĩa,4.5 m
"Đường Lê Thị Trung, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Tây Nam,,Nội thất đầy đủ,Nhà ngõ,,8 m,191 m²,2400000000,"12,57 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,6 phòng,191 m²,6 phòng,Phường Bình Chuẩn,24.4 m
"Nguyễn Công Trứ, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Tây Nam,3,Nội thất cao cấp,Nhà mặt phố,,26 m,130 m²,4200000000,"39,62 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,106 m²,2 phòng,Phường Đông Hòa,5 m
"Đường Bùi Thị Xuân, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,,Nhà ngõ,,,,1250000000,"26,04 triệu/m²",Giấy tờ khác,,Bình Dương,2 phòng,48 m²,,Phường Tân Bình,
"Đường 19/5, Thị trấn Phước Vĩnh, Huyện Phú Giáo, Bình Dương",Huyện Phú Giáo,,,,,Nhà mặt phố,,20 m,100 m²,1600000000,16 triệu/m²,Đã có sổ,,Bình Dương,2 phòng,100 m²,1 phòng,Thị trấn Phước Vĩnh,5 m
"7, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,Đông Bắc,,,Nhà mặt phố,,15 m,67.5 m²,2650000000,"39,55 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,67.5 m²,2 phòng,Phường Tân Phước Khánh,4.5 m
"Đường Nguyễn Thị Minh Khai, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,1,,Nhà ngõ,,,,2350000000,"34,56 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,68 m²,2 phòng,Phường Tân Đông Hiệp,4 m
"Bình Nhâm 03, Phường Bình Nhâm, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,,32 m²,900000000,"28,13 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,32 m²,2 phòng,Phường Bình Nhâm,
"Đường Hai Bà Trưng, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Tây Bắc,1,Nội thất cao cấp,Nhà mặt phố,,20 m,160 m²,3350000000,"42,41 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,79 m²,2 phòng,Phường Đông Hòa,4 m
"DT 746, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà phố liền kề,,11 m,,750000000,"15,31 triệu/m²",Giấy tờ khác,,Bình Dương,2 phòng,49 m²,2 phòng,Phường Tân Phước Khánh,4 m
"ĐT746, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,Đông,,,Nhà ngõ,,30 m,200 m²,2350000000,"7,19 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,327 m²,1 phòng,Phường Tân Phước Khánh,7 m
"khu phố 5, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Tây Bắc,,Nội thất đầy đủ,Nhà ngõ,,30 m,150 m²,2000000000,"13,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,150 m²,2 phòng,Phường Mỹ Phước,5 m
"Đường Phạm Ngọc Thạch, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Nam,,,Nhà mặt phố,,20 m,,3550000000,"35,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,100 m²,1 phòng,Phường Hiệp Thành,5 m
"Đường ĐT 743, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Tây Nam,,,Nhà ngõ,,15 m,200 m²,2900000000,"38,67 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,75 m²,3 phòng,Phường Tân Đông Hiệp,5 m
"đông tác, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Tây,2,,Nhà ngõ,,,92 m²,1600000000,"34,78 triệu/m²",Giấy tờ khác,,Bình Dương,2 phòng,46 m²,2 phòng,Phường Đông Hòa,4 m
"Nguyễn Thị Minh Khai, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà ngõ,,,,1800000000,"31,58 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,57.6 m²,2 phòng,Phường Phú Hòa,
"Đường N13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,,,,Nhà phố liền kề,,30 m,170 m²,1350000000,9 triệu/m²,Đã có sổ,,Bình Dương,3 phòng,150 m²,3 phòng,Thị trấn Lai Uyên,5 m
"An Phú 17, Phường An Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà mặt phố,,,,2700000000,"33,33 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,81 m²,2 phòng,Phường An Phú,
"Đường NE2, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Đông Bắc,,Bàn giao thô,Nhà phố liền kề,,20 m,120 m²,2350000000,"19,58 triệu/m²",Đang chờ sổ,,Bình Dương,5 phòng,120 m²,4 phòng,Phường Thới Hòa,6 m
"Đường 743, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,15 m,120 m²,1380000000,23 triệu/m²,Đang chờ sổ,Hẻm xe hơi,Bình Dương,2 phòng,60 m²,2 phòng,Phường Bình Chuẩn,4 m
"Đường Nguyễn Thị Tươi, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,,Nhà mặt phố,,,,3350000000,"29,39 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,114 m²,3 phòng,Phường Tân Bình,5 m
"211 Huỳnh Văn Lũy, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà mặt phố,,15 m,,3900000000,"59,09 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,66 m²,4 phòng,Phường Phú Lợi,4 m
"Bình Hòa 24, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,22 m,89 m²,2900000000,"32,58 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,6 phòng,89 m²,Nhiều hơn 6 phòng,Phường Bình Hòa,4 m
"131A/13 khu phố  khánh hội, Tân Phước Khánh 09, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,Đông,2,,Nhà phố liền kề,,13 m,90 m²,900000000,"17,31 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Bình Dương,3 phòng,52 m²,2 phòng,Phường Tân Phước Khánh,4 m
"đường bê tông 4m, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,Đông,2,,Nhà ngõ,,10 m,50 m²,750000000,"12,5 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Bình Dương,2 phòng,60 m²,2 phòng,Phường Tân Phước Khánh,5 m
"Đường N3, Phường An Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà biệt thự,,20 m,270 m²,5500000000,55 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,100 m²,,Phường An Phú,5 m
"Đường Bê Tông 4m5, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Nam,1,Nội thất đầy đủ,Nhà mặt phố,,20 m,120 m²,3600000000,45 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,80 m²,2 phòng,Phường Hiệp Thành,4 m
"gần chợ an cơ, Phường An Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,15 m,60 m²,3000000000,50 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,60 m²,2 phòng,Phường An Phú,4 m
"Cây Điệp, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,,Nhà ngõ,,10 m,60 m²,2400000000,40 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,60 m²,1 phòng,Phường Tân Đông Hiệp,6 m
"Đường nhựa 7m, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Nam,1,Nội thất đầy đủ,Nhà mặt phố,,28 m,126 m²,3850000000,"30,56 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,126 m²,2 phòng,Phường Hiệp Thành,5 m
"Đường DX 119, Phường Tân An, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà mặt phố,,34 m,150 m²,2770000000,"16,1 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,172 m²,1 phòng,Phường Tân An,5 m
"Đường HL 601, Xã Lai Hưng, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,,,,Nhà ngõ,,40 m,,2500000000,"8,47 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,1 phòng,295 m²,1 phòng,Xã Lai Hưng,7 m
"12, Đường Tân Phước Khánh 18, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà ngõ,,14 m,70 m²,1550000000,"22,14 triệu/m²",Đã có sổ,,Bình Dương,1 phòng,70 m²,1 phòng,Phường Tân Phước Khánh,5 m
"Dt743, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,10 m,80 m²,599000000,"14,98 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,40 m²,1 phòng,Phường Bình Chuẩn,4 m
"Đường DX 06, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà ngõ,,17.7 m,70 m²,2300000000,"22,33 triệu/m²",,,Bình Dương,2 phòng,103 m²,2 phòng,Phường Phú Mỹ,5.8 m
"hẻm 217, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà ngõ,,15 m,50 m²,2290000000,"31,81 triệu/m²",,,Bình Dương,2 phòng,72 m²,2 phòng,Phường Phú Hòa,5 m
"15, đường Liên huyện, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,Lô A,Đông Bắc,3,Nội thất cao cấp,Nhà mặt phố,,17.5 m,210 m²,2989000000,"42,7 triệu/m²",Đã có sổ,,Bình Dương,4 phòng,70 m²,4 phòng,Phường Tân Bình,4 m
"Đường Nguyễn Văn Cừ, Phường Chánh Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Nam,,,Nhà ngõ,,26 m,60 m²,2200000000,"21,15 triệu/m²",,,Bình Dương,2 phòng,104.4 m²,2 phòng,Phường Chánh Mỹ,4 m
"Đường NE2, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Bắc,,Bàn giao thô,Nhà phố liền kề,,20 m,100 m²,2290000,22.900 đ/m²,Đang chờ sổ,Hẻm xe hơi,Bình Dương,3 phòng,100 m²,2 phòng,Phường Thới Hòa,5 m
"68, Đường DX 043, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,03,Tây Bắc,2,Nội thất cao cấp,Nhà mặt phố,,26 m,100 m²,3900000000,39 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,100 m²,4 phòng,Phường Phú Mỹ,4 m
"3,5m, Phường Tân An, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà ngõ,,25 m,120 m²,2300000000,"19,17 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,120 m²,2 phòng,Phường Tân An,4.7 m
"Đường Nguyễn Thị Minh Khai, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông Bắc,2,Nội thất cao cấp,Nhà mặt phố,,14 m,90 m²,1650000000,"29,46 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Bình Dương,2 phòng,56 m²,2 phòng,Phường Tân Đông Hiệp,4 m
"KH, Phường Tân An, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Nam,,,Nhà mặt phố,,14 m,70 m²,2300000000,"19,17 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,120 m²,2 phòng,Phường Tân An,4.76 m
"Đường Nguyễn Thị Khắp, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,,Nhà mặt phố,,17 m,100 m²,1500000000,15 triệu/m²,,,Bình Dương,3 phòng,100 m²,4 phòng,Phường Tân Đông Hiệp,4 m
"Đường ĐT 743, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,lk B,Đông Nam,3,Nội thất đầy đủ,Nhà mặt phố,,15 m,180 m²,3000000000,"42,86 triệu/m²",Đã có sổ,,Bình Dương,4 phòng,70 m²,4 phòng,Phường Tân Bình,45 m
"Đường DX 070, Phường Định Hoà, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Nam,1,Hoàn thiện cơ bản,Nhà ngõ,,23 m,60 m²,3090000000,30 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,103 m²,2 phòng,Phường Định Hoà,4 m
"Đường Nguyễn Thị Minh Khai, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông,1,Hoàn thiện cơ bản,Nhà ngõ,,,73 m²,2850000000,"39,04 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,73 m²,2 phòng,Phường Phú Hòa,
"Đường N1, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Bắc,1,Hoàn thiện cơ bản,Nhà ngõ,,10 m,80 m²,1180000000,"29,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,40 m²,2 phòng,Phường Tân Đông Hiệp,4 m
"Đường Liên Huyện, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,A - 15,Đông Nam,3,Bàn giao thô,Nhà mặt phố,,18 m,200 m²,2989000000,"41,51 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,72 m²,4 phòng,Phường Tân Bình,4 m
"Đường Lê Hồng Phong, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Bắc,,Nội thất cao cấp,Nhà ngõ,,16 m,70 m²,2300000000,"32,86 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,70 m²,1 phòng,Phường Phú Hòa,4 m
"Đường DX 070, Phường Định Hoà, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà mặt phố,,20 m,63 m²,3090000000,30 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,103 m²,2 phòng,Phường Định Hoà,5 m
"Đường Trần Bình Trọng, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Tây,1,Hoàn thiện cơ bản,Nhà mặt phố,,20 m,225 m²,750000000,"3,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,nhiều hơn 10 phòng,225 m²,Nhiều hơn 6 phòng,Phường Dĩ An,12 m
"Đường DX 012, Xã Tân Vĩnh Hiệp, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,Bắc,,Hoàn thiện cơ bản,Nhà ngõ,,35 m,100 m²,4700000000,"12,21 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,385 m²,1 phòng,Xã Tân Vĩnh Hiệp,11 m
"Bê Tông 5m, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Tây Bắc,2,Hoàn thiện cơ bản,Nhà ngõ,,15.5 m,160 m²,2280000000,"28,86 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Bình Dương,3 phòng,79 m²,2 phòng,Phường Tân Đông Hiệp,5 m
"Đường Lê Thị Trung, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,,,2300000000,"21,9 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,105 m²,1 phòng,Phường Bình Chuẩn,
"Đường 418, Phường Khánh Bình, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà mặt phố,,25 m,125 m²,2350000000,"18,8 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,125 m²,1 phòng,Phường Khánh Bình,5 m
"lk9, Đường Tân Phước, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,D29,Tây,2,Nội thất đầy đủ,Nhà phố liền kề,,10 m,120 m²,2400000000,40 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,60 m²,2 phòng,Phường Tân Phước Khánh,6 m
"Ql13, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Tây Nam,,,Nhà phố liền kề,,20 m,196 m²,1250000000,"10,42 triệu/m²",Đang chờ sổ,,Bình Dương,3 phòng,120 m²,3 phòng,Phường Thới Hòa,6 m
"Đường ĐT 746, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà ngõ,,,,1670000000,"17,58 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,95 m²,,Phường Tân Phước Khánh,
"Đường Đx 098, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Bắc,1,Hoàn thiện cơ bản,Nhà mặt phố,,20 m,100 m²,2440000000,"24,4 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,100 m²,1 phòng,Phường Hiệp An,5 m
"ql13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,Tây,,,Nhà mặt phố,,12 m,180 m²,1550000000,"25,83 triệu/m²",Đã có sổ,,Bình Dương,4 phòng,60 m²,3 phòng,Thị trấn Lai Uyên,5 m
"Đường Trần Quang Diệu, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,,Nhà ngõ,,33 m,165 m²,3500000000,20 triệu/m²,,,Bình Dương,7 phòng,175 m²,Nhiều hơn 6 phòng,Phường Tân Bình,5 m
"Đường Huỳnh Văn Cù, Phường Chánh Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Bắc,,,Nhà ngõ,,20 m,60 m²,2300000000,23 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,100 m²,1 phòng,Phường Chánh Mỹ,5 m
"Đường D11, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,,,Nhà biệt thự,,20 m,120 m²,2400000000,20 triệu/m²,Giấy tờ khác,,Bình Dương,4 phòng,120 m²,4 phòng,Phường Thới Hòa,6 m
"Nhánh Hẻm 220, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây,,Nội thất cao cấp,Nhà mặt phố,,27 m,,4550000000,"39,91 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,114 m²,2 phòng,Phường Phú Lợi,4.2 m
"Đường HL 410, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà mặt phố,,20 m,100 m²,980000000,"9,8 triệu/m²",,,Bình Dương,3 phòng,100 m²,2 phòng,Xã Vĩnh Tân,5 m
"Đường N1, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,1,,Nhà mặt phố,,19 m,60 m²,4350000000,"45,79 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,95 m²,2 phòng,Phường Hiệp Thành,5 m
"Đường Lê Hồng Phong, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Bắc,1,Nội thất đầy đủ,Nhà ngõ,,29 m,60 m²,4500000000,"32,14 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,140 m²,3 phòng,Phường Phú Hòa,5 m
"ấp 1 xã trừ văn thố thị trấn lai uyên bàu bàng bình dương, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,Đông Nam,2,,Nhà mặt phố,,20 m,100 m²,1600000000,16 triệu/m²,Giấy tờ khác,,Bình Dương,3 phòng,100 m²,3 phòng,Xã Trừ Văn Thố,5 m
