address,apartment_feature,apartment_type,area,balconydirection,block,direction,floornumber,floors,furnishing_sell,house_type,land_feature,land_type,length,living_size,price,price_m2,property_back_condition,property_legal_document,property_road_condition,property_status,region,rooms,size,toilets,type_real_estate,unitnumber,ward,width
"QL14, ",,,,,,,,,,,Mặt tiền,Đất thổ cư,36 m,,890000000,"2,47 triệu/m2",,1,,,,,360 m2,,Đất,,,10 m
"sương nguyệt ánh, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,Nam,,,,,,Đất thổ cư,,,2200000000,"13,75 triệu/m2",,Đã có sổ,,,Bình Dương,,160 m2,,Đất,,Phường Đông Hòa,12 m
"đường dẫn cầu Phú long, Phường Vĩnh Phú, Bình Dương",,,,,,,,,,,Mặt tiền,Đất thổ cư,25 m,,4200000000,"33,87 triệu/m2",,1,,,Bình Dương,,124 m2,,Đất,,Phường Vĩnh Phú,5 m
"Đường DL, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,,Đất thổ cư,30 m,,1650000000,"5,5 triệu/m2",,Đã có sổ,,,Bình Dương,,300 m2,,Đất,,Phường Thới Hòa,10 m
"Đường D4, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",,,Huyện Bàu Bàng,,,,,,,,Mặt tiền,Đất thổ cư,20 m,,585000000,"5,85 triệu/m2",,Đã có sổ,,,Bình Dương,,100 m2,,Đất,,Thị trấn Lai Uyên,5 m
"Đường NHA2, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất thổ cư,25 m,,1550000000,"12,4 triệu/m2",,1,,,Bình Dương,,125 m2,,Đất,,Phường Thới Hòa,5 m
"Đường ĐT 750, Xã Định Hiệp, Huyện Dầu Tiếng, Bình Dương",,,Huyện Dầu Tiếng,,,,,,,,Mặt tiền,Đất thổ cư,80 m,,1250000000,"1,3 triệu/m2",,Đã có sổ,,,Bình Dương,,960 m2,,Đất,,Xã Định Hiệp,12 m
"107A, D5, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,D55,Đông Nam,,,,,Mặt tiền,Đất thổ cư,22 m,,1420000000,"12,68 triệu/m2",Nở hậu,Đã có sổ,,,Bình Dương,,112 m2,,Đất,56,Phường Phú Hòa,5 m
"dt747, Thị xã Tân Uyên, ",,,Thị xã Tân Uyên,,,,,,,,Mặt tiền,Đất thổ cư,20 m,,1350000000,9 triệu/m2,,1,,,,,150 m2,,Đất,,,7 m
"Đường Quốc Lộ 13, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,Mặt tiền,Đất thổ cư,,,1600000000,"3,56 triệu/m2",,Đã có sổ,,,Bình Dương,,450 m2,,Đất,,,
"Đường N3, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,Mặt tiền,Đất thổ cư,19 m,,4050000000,"42,63 triệu/m2",,Đã có sổ,,,Bình Dương,,95 m2,,Đất,,Phường Hiệp Thành,5 m
"39, Đường Thống Nhất, Thị xã Dĩ An, ",,,Thị xã Dĩ An,,,5,,,,,Mặt tiền,Đất thổ cư,20 m,,3750000000,"37,5 triệu/m2",,1,,,,,100 m2,,Đất,79,,5 m
"Nguyễn Chí thanh, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,Mặt tiền,Đất thổ cư,15 m,,2300000000,"15,97 triệu/m2",,1,,,Bình Dương,,144 m2,,Đất,,Phường Hiệp An,9.6 m
"Đường Bình Hòa 4, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,,Mặt tiền,Đất thổ cư,20 m,,3570000000,"36,43 triệu/m2",,Đã có sổ,,,Bình Dương,,98 m2,,Đất,,Phường Bình Hòa,5 m
"ĐƯỜNG Đ9, Phường Bình An, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,Tây Nam,,,,,Mặt tiền,Đất thổ cư,,,3100000000,31 triệu/m2,,Đã có sổ,,,Bình Dương,,100 m2,,Đất,,Phường Bình An,5 m
"DT747, Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,,,,,,,Đất thổ cư,25 m,,1050000000,"8,2 triệu/m2",,1,,,Bình Dương,,128 m2,,Đất,,Phường Uyên Hưng,5 m
"Đường Nguyễn Đức Thuận, ",,,,,,,,,,,,Đất thổ cư,20 m,,2700000000,"27,55 triệu/m2",,,1,,,,98 m2,,Đất,,,5 m
"Đường Bình Chuẩn 42, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,Bắc,,,,,Mặt tiền,Đất thổ cư,17 m,,1720000000,"25,29 triệu/m2",,Đã có sổ,,,Bình Dương,,68 m2,,Đất,,Phường Bình Chuẩn,4 m
"65, Đường Hai Bà Trưng, Phường Hoà Phú, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,Mặt tiền,Đất thổ cư,30 m,,1200000000,399.733 đ/m2,,Đã có sổ,,,Bình Dương,,3002 m2,,Đất,,Phường Hoà Phú,10 m
"Đường N1, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,,Đất thổ cư,19 m,,4050000000,"42,63 triệu/m2",,Đã có sổ,,,Bình Dương,,95 m2,,Đất,,Phường Hiệp Thành,5 m
"An Thạnh 39, Xã An Sơn, Thành phố Thuận An, ",,,Thành phố Thuận An,,,,,,,,,Đất nông nghiệp,85 m,,9600000000,"6,25 triệu/m2",,1,,,,,1535 m2,,Đất,,Xã An Sơn,18 m
"Đường ĐT747, Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,,,,,,Mặt tiền,Đất thổ cư,16 m,,1100000000,"17,19 triệu/m2",,Đã có sổ,,,Bình Dương,,64 m2,,Đất,,Phường Uyên Hưng,4 m
"Đường Mạc Đĩnh Chi, Phường Tân An, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,Mặt tiền,Đất thổ cư,29 m,,1550000,11.654 đ/m2,,Đã có sổ,Hẻm xe hơi,,Bình Dương,,133 m2,,Đất,,Phường Tân An,4.6 m
"Đường Nhựa 4m, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Nam,,,,,,Đất thổ cư,17 m,,1650000000,"22,3 triệu/m2",,Đã có sổ,,,Bình Dương,,74.5 m2,,Đất,,Phường Phú Mỹ,4.4 m
"Đường Quốc Lộ 13, Phường Tân Định, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất thổ cư,20 m,,820000000,"4,1 triệu/m2",,Đã có sổ,,,Bình Dương,,200 m2,,Đất,,Phường Tân Định,10 m
"quốc lộ 13, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương",,,Huyện Bàu Bàng,,,,,,,,Mặt tiền,Đất thổ cư,100 m,,1300000000,"1,3 triệu/m2",,Đã có sổ,,,Bình Dương,,1000 m2,,Đất,,Xã Trừ Văn Thố,10 m
"Đường ĐT 741, Xã Phước Hoà, Huyện Phú Giáo, Bình Dương",,,Huyện Phú Giáo,,,Đông Nam,,,,,Mặt tiền,Đất thổ cư,30 m,,1400000000,"9,33 triệu/m2",Nở hậu,Đã có sổ,,,Bình Dương,,150 m2,,Đất,,Xã Phước Hoà,5 m
"Đường Bình Chuẩn 42, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,Tây,,,,,Mặt tiền,Đất thổ cư,17.2 m,,1850000000,"27,21 triệu/m2",,Đã có sổ,,,Bình Dương,,68.8 m2,,Đất,,Phường Bình Chuẩn,4 m
"Đường NL, Phường Thới Hòa, ",,,,,,,,,,,,Đất thổ cư,,,2150000000,"8,6 triệu/m2",,1,,,,,250 m2,,Đất,,Phường Thới Hòa,
"Tân Phuoc Khánh 53, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,,,,,,,Đất thổ cư,29 m,,2200000000,"15,28 triệu/m2",,1,,,Bình Dương,,144.9 m2,,Đất,,Phường Tân Phước Khánh,5 m
"DH619, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất thổ cư,20 m,,700000000,7 triệu/m2,,Đã có sổ,,,Bình Dương,,100 m2,,Đất,,Phường Mỹ Phước,5 m
"Đường Quốc Lộ 13, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,,Đất thổ cư,30 m,,1750000000,"11,67 triệu/m2",,Đã có sổ,,,Bình Dương,,150 m2,,Đất,,Phường Thới Hòa,5 m
"Đường Bình Hòa 11, Phường Bình Hòa, Bình Dương",,,,,,,,,,,,Đất thổ cư,25 m,,2950000000,"23,41 triệu/m2",,1,Hẻm xe hơi,,Bình Dương,,126 m2,,Đất,,Phường Bình Hòa,5 m
"nhánh đường nhựa nguyễn thái bình, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,,Đất thổ cư,20 m,,2650000000,"26,5 triệu/m2",,Đã có sổ,,,Bình Dương,,100 m2,,Đất,,Phường Phú Hòa,5 m
"Đường NB4, Phường Phú Tân, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,,Đất thổ cư,30 m,,7200000000,24 triệu/m2,,1,,,Bình Dương,,300 m2,,Đất,,Phường Phú Tân,10 m
"Đường Nguyễn Bỉnh Khiêm, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,Tây Nam,,,,,,Đất thổ cư,27 m,,5600000000,"25,93 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Bình Dương,,216 m2,,Đất,,Phường Đông Hòa,8 m
"Đường D9, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,,,Nội thất cao cấp,,,,,,2200000000,"28,57 triệu/m²",,Đã có sổ,,Đã bàn giao,Đồng Nai,2 phòng,77 m²,2 phòng,Đất,,Phường Thống Nhất,
"Đường Trừ Văn Thố, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương",,,Huyện Bàu Bàng,,,,,,,,Mặt tiền,Đất thổ cư,12 m,,529000000,"8,82 triệu/m2",Nở hậu,,,,Bình Dương,,60 m2,,Đất,,Xã Trừ Văn Thố,5 m
"22/12, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,,Mặt tiền,Đất nền dự án,14 m,,2250000000,"34,62 triệu/m2",,Đã có sổ,,,Bình Dương,,65 m2,,Đất,,Phường Thuận Giao,4 m
"Đường Bình Nhâm 30, Phường Bình Nhâm, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,,,Đất thổ cư,40 m,,5500000000,"13,61 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Bình Dương,,404 m2,,Đất,,Phường Bình Nhâm,10 m
"Đường D9, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,,,Nội thất cao cấp,,,,,,8000000,129.032 đ/m²,,Đã có sổ,,Đã bàn giao,Đồng Nai,1 phòng,62 m²,1 phòng,Đất,,Phường Thống Nhất,
"Đường Ba Lan Xi, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,,Đất thổ cư,93 m,,7500000,2.500 đ/m2,,1,,,Bình Dương,,3000 m2,,Đất,,Phường Thới Hòa,33 m
"đường đồng cây viết, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,,Đất thổ cư,55 m,,3760000000,"9,31 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Bình Dương,,404 m2,,Đất,,Phường Phú Mỹ,7.5 m
"Đại Lộ Bình Dương, Phường Thới Hòa, ",,,,,,,,,,,Mặt tiền,Đất nền dự án,30 m,,1600000000,"10,67 triệu/m2",,1,,,,,150 m2,,Đất,,Phường Thới Hòa,5 m
"Đường ĐT 741, Xã Phước Hoà, Huyện Phú Giáo, Bình Dương",,,Huyện Phú Giáo,,,Nam,,,,,,Đất thổ cư,14 m,,750000000,"10,71 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Bình Dương,,70 m2,,Đất,,Xã Phước Hoà,5 m
"Đường Lê Văn Tách, Phường Tương Bình Hiệp, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,8,,,,,Mặt tiền,Đất thổ cư,17.5 m,,1500000000,"15,79 triệu/m2",,1,Hẻm xe hơi,,Bình Dương,,95.1 m2,,Đất,,Phường Tương Bình Hiệp,5.5 m
"Đường Quốc Lộ 13, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,Đông Nam,,,,,Mặt tiền,Đất thổ cư,16.4 m,,1300000000,"15,85 triệu/m2",,Đã có sổ,,,Bình Dương,,82 m2,,Đất,,Phường Mỹ Phước,5 m
"Đường Bình An, Thị xã Dĩ An, ",,,Thị xã Dĩ An,,,,,,,,Mặt tiền,Đất nền dự án,20 m,,175000000,"1,75 triệu/m2",,,,,,,100 m2,,Đất,,,5 m
"Đường Đại Lộ Bình Dương, Thành phố Thuận An, ",,,Thành phố Thuận An,,,Tây Bắc,,,,,Mặt tiền,Đất thổ cư,18 m,,3100000000,"28,7 triệu/m2",Nở hậu,1,1,,,,108.3 m2,,Đất,,,6 m
"Đường DT 746, Xã Tân Lập, Huyện Bắc Tân Uyên, Bình Dương",,,Huyện Bắc Tân Uyên,,,,,,,,Mặt tiền,Đất thổ cư,20 m,,890000000,"8,9 triệu/m2",,1,,,Bình Dương,,100 m2,,Đất,,Xã Tân Lập,5 m
"Quốc lộ 13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",,,Huyện Bàu Bàng,,,,,,,,Mặt tiền,Đất thổ cư,57 m,,1600000000,"5,71 triệu/m2",,Đã có sổ,,,Bình Dương,,280 m2,,Đất,,Thị trấn Lai Uyên,5 m
"68, Đường Nguyễn Trung Trực, Phường Tân Đông Hiệp, Bình Dương",,,,,,,,,,,Mặt tiền,Đất công nghiệp,40 m,,2500000000,"3,09 triệu/m2",,,,,Bình Dương,,810 m2,,Đất,,Phường Tân Đông Hiệp,20 m
"Đường ĐT 743, Phường An Phú, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,LKH,Tây Nam,,,,,Mặt tiền,Đất thổ cư,17 m,,2325000000,"27,35 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,,85 m2,,Đất,Lkh,Phường An Phú,5 m
"Đường Đại Lộ Bình Dương, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,,,Đất thổ cư,16 m,,2400000000,30 triệu/m2,,Đã có sổ,Hẻm xe hơi,,Bình Dương,,80 m2,,Đất,,Phường Lái Thiêu,5 m
"Đường Quốc Lộ 13, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất thổ cư,30 m,,1770000000,"5,9 triệu/m2",,Đã có sổ,,,Bình Dương,,300 m2,,Đất,,Phường Thới Hòa,10 m
"Đường DX 071, Phường Định Hoà, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Tây Bắc,,,,,Mặt tiền,Đất thổ cư,60 m,,3980000000,"11,5 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Bình Dương,,346 m2,,Đất,,Phường Định Hoà,6 m
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,,,,,,,1700000000,"27,87 triệu/m²",,Giấy tờ khác,,Chưa bàn giao,Đồng Nai,2 phòng,61 m²,2 phòng,Đất,,Phường Hố Nai,
"Nguyễn Thái Hoc, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,,,,,,,Đất thổ cư,21 m,,2890000000,"27,79 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Bình Dương,,104 m2,,Đất,,Phường Tân Đông Hiệp,5 m
"Đường Xa Lộ Hà Nội, Phường Hố Nai, ",,1,,,Lucky,,12,,Nội thất cao cấp,,,,,,2250000000,"31,69 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,,2 phòng,71 m²,2 phòng,Đất,,Phường Hố Nai,
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Tây,,Đông Nam,,,,,,,,,2400000000,"34,78 triệu/m²",,,,Chưa bàn giao,Đồng Nai,2 phòng,69 m²,2 phòng,Đất,,Phường Hố Nai,
"Mặt tiền xa lộ Hà Nội, TP Biên Hòa, Đồng Nai, Phường Hố Nai, ",,1,,Nam,CLEAVER,Bắc,15,,Nội thất cao cấp,,,,,,2290000000,"29,36 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,,2 phòng,78 m²,2 phòng,Đất,c01,Phường Hố Nai,
"Đường Quốc Lộ 1, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,,,,,,,390000000,"5,49 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Đồng Nai,2 phòng,71 m²,2 phòng,Đất,,Phường Hố Nai,
"Đường D9, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,,,,,,,2250000000,"29,22 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Đồng Nai,2 phòng,77 m²,2 phòng,Đất,,Phường Thống Nhất,
"Đường Nguyễn Văn Cừ, Xã Phước An, Huyện Nhơn Trạch, Đồng Nai",,Chung cư,Huyện Nhơn Trạch,,,,2,,,,,,,,680000000,"13,08 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Đồng Nai,2 phòng,52 m²,1 phòng,Đất,,Xã Phước An,
"Đường Võ Thị Sáu, ",,1,,,,Đông Nam,,,,,,,,,1900000000,"27,14 triệu/m²",,1,,Đã bàn giao,,2 phòng,70 m²,2 phòng,Đất,,,
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,,,,,,,375000000,"5,21 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Đồng Nai,2 phòng,72.66 m²,2 phòng,Đất,,Phường Hố Nai,
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,1,Thành phố Biên Hòa,Đông Nam,M,Tây Bắc,29,,Hoàn thiện cơ bản,,,,,,2300000000,"31,51 triệu/m²",,Giấy tờ khác,,Chưa bàn giao,Đồng Nai,2 phòng,73.51 m²,2 phòng,Đất,M3,Phường Hố Nai,
"Đường Xa Lộ Hà Nội, Phường Hố Nai, ",Căn góc,1,,Tây Nam,01,Đông Bắc,12,,Hoàn thiện cơ bản,,,,,,2272000000,"33,41 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,,2 phòng,68 m²,2 phòng,Đất,u-01-12,Phường Hố Nai,
"Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,Dynamic,,8,,Nội thất cao cấp,,,,,,2200000000,"31,43 triệu/m²",,Đã có sổ,,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,Đất,,Phường Hố Nai,
"Đường Đồng Khởi, Phường Tam Hòa, ",Căn góc,1,,,A1,,16,,Nội thất cao cấp,,,,,,1400000000,20 triệu/m²,,Đang chờ sổ,,Đã bàn giao,,2 phòng,70 m²,2 phòng,Đất,04,Phường Tam Hòa,
"Đường Phạm Văn Đồng, Thị trấn Long Thành, Huyện Long Thành, ",,Căn hộ dịch vụ,Huyện Long Thành,Nam,,3,3,,,,,,,,5000000000,"47,62 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,,4 phòng,105 m²,2 phòng,Đất,,Thị trấn Long Thành,
"Đường Hương lộ 2, Xã Long Hưng, ",Căn góc,Duplex,,,,,3,,Bàn giao thô,,,,,,21800000000,"58,13 triệu/m²",,,,Chưa bàn giao,,3 phòng,375 m²,3 phòng,Đất,,Xã Long Hưng,
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,,,,,,,1600000000,"20,25 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Đồng Nai,2 phòng,79 m²,2 phòng,Đất,,Phường Hố Nai,
"Hùng Vương, Xã An Điền, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất thổ cư,20 m,,850000000,"8,5 triệu/m2",,Đã có sổ,,,Bình Dương,,100 m2,,Đất,,Xã An Điền,5 m
"Đường DT747, Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,,,,,,,Đất thổ cư,15 m,,1260000000,"16,8 triệu/m2",,Đã có sổ,,,Bình Dương,,75 m2,,Đất,,Phường Uyên Hưng,5 m
"Đường Tân Vĩnh Hiệp, Phường Tân Định, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất thổ cư,55 m,,3600000000,6 triệu/m2,,1,,,Bình Dương,,600 m2,,Đất,,Phường Tân Định,11 m
"Xã Tân Uyên, Xã Hội Nghĩa, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,Thửa đất khu nhà Hội Nghĩa,,,,,,Mặt tiền,Đất thổ cư,20 m,,1300000000,13 triệu/m2,,Đã có sổ,,,Bình Dương,,100 m2,,Đất,499 500,Xã Hội Nghĩa,5 m
"Khánh Bình 01, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,,,,,,Mặt tiền,Đất thổ cư,45 m,,6600000000,"14,8 triệu/m2",,Đã có sổ,,,Bình Dương,,446 m2,,Đất,,,10.5 m
"dx101, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Tây,,,,,Mặt tiền,Đất thổ cư,21 m,,1770000000,"20,82 triệu/m2",,Đã có sổ,,,Bình Dương,,85 m2,,Đất,,Phường Hiệp An,4 m
"10, Đường Thanh Niên 3, Xã Trừ Văn Thố, Huyện Bàu Bàng, ",,,Huyện Bàu Bàng,,,Nam,,,,,Mặt tiền,Đất thổ cư,18 m,,1300000000,"14,44 triệu/m2",,1,,,,,90 m2,,Đất,A3-06,Xã Trừ Văn Thố,5 m
"An Phú 15, Phường An Phú, Thành phố Thuận An, ",,,Thành phố Thuận An,,,,,,,,Mặt tiền,Đất thổ cư,62 m,,6690000000,"10,01 triệu/m2",,1,,,,,668 m2,,Đất,,Phường An Phú,11 m
"Bê Tông 4m, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,,Đất thổ cư,16 m,,1540000000,"13,39 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,,115 m2,,Đất,,Phường Hiệp An,5 m
"dx 16, Xã Phú An, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,,Mặt tiền,Đất thổ cư,29 m,,1550000000,"7,45 triệu/m2",,Đã có sổ,,,Bình Dương,,208 m2,,Đất,,Xã Phú An,7 m
"Ql13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",,,Huyện Bàu Bàng,,,,,,,,Mặt tiền,Đất thổ cư,90 m,,950000000,"1,76 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,,540 m2,,Đất,,Thị trấn Lai Uyên,6 m
"Đường Đồng Khởi, Phường Tam Hòa, Thành phố Biên Hòa, Đồng Nai",,1,Thành phố Biên Hòa,,A1,,18,,Nội thất đầy đủ,,,,,,1340000000,"19,14 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,Đất,,Phường Tam Hòa,
"Đường Quốc Lộ 1, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,,,,,,,453000000,"6,47 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Đồng Nai,2 phòng,70.76 m²,2 phòng,Đất,,Phường Hố Nai,
"Đường D9, Phường Phú Tân, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,,,Đất thổ cư,30 m,,3200000000,"21,33 triệu/m2",,,,,Bình Dương,,150 m2,,Đất,,Phường Phú Tân,5 m
"Lái Thiêu, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,,Mặt tiền,Đất thổ cư,19 m,,2900000000,"30,53 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Bình Dương,,95 m2,,Đất,,Phường Lái Thiêu,5 m
"Đường D9, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,,,,,,,1568000000,"30,15 triệu/m²",,Giấy tờ khác,,Đã bàn giao,Đồng Nai,2 phòng,52 m²,1 phòng,Đất,,Phường Thống Nhất,
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,1,Thành phố Biên Hòa,,,,10,,,,,,,,2500000000,"33,78 triệu/m²",,,,Chưa bàn giao,Đồng Nai,2 phòng,74 m²,2 phòng,Đất,10,Phường Hố Nai,
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,1,Thành phố Biên Hòa,Tây,4,Đông Nam,16,,Hoàn thiện cơ bản,,,,,,2200000000,"32,84 triệu/m²",,Giấy tờ khác,,Chưa bàn giao,Đồng Nai,2 phòng,67 m²,2 phòng,Đất,,Phường Hố Nai,
"1314, Đường Võ Thị Sáu, Phường Quyết Thắng, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,Nam,,,,,,,,,1500000000,30 triệu/m²,,Đã có sổ,,Chưa bàn giao,Đồng Nai,1 phòng,50 m²,1 phòng,Đất,,Phường Quyết Thắng,
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,1,Thành phố Biên Hòa,,P,5,1,,Hoàn thiện cơ bản,,,,,,2500000000,"35,71 triệu/m²",,Giấy tờ khác,,Đã bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,Đất,P1,Phường Hố Nai,
"Đường Hương lộ 10, Xã Cẩm Đường, Huyện Long Thành, Đồng Nai",,Duplex,Huyện Long Thành,,,Đông Bắc,,,,,,,,,2500000,1.721 đ/m²,,Đã có sổ,,Đã bàn giao,Đồng Nai,3 phòng,1452 m²,3 phòng,Đất,,Xã Cẩm Đường,
