city,date,direction,district,floors,front_road,id,length,price,property_legal_document,rooms,size,type_adv,type_real_estate,ward,width
Bình Dương,02/11/2021,_,Huyện Bàu Bàng,---,13m,8034759,20m, 680 triệu ,Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Thị trấn Lai Uyên,5m
Bình Dương,02/11/2021,Nam,Thành phố Dĩ An,1,"1,5m",8251620,"19,5m"," 2,1 tỷ ",Sổ hồng/ Sổ đỏ,2, 107 m,Cần bán,Nhà trong hẻm,Phường Đông Hòa,"5,5m"
Bình Dương,02/11/2021,_,Thị xã Bến Cát,---,16m,9296123,30m," 2,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 150 m,Cần bán,"Phòng trọ, nhà trọ",Phường Thới Hòa,5m
Bình Dương,02/11/2021,_,Thị xã Bến Cát,---,12m,8165640,18m, 928 triệu ,Sổ hồng/ Sổ đỏ,---, 81 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Định,"4,8m"
Bình Dương,02/11/2021,_,Thị xã Bến Cát,---,13m,8111277,20m, 850 triệu ,Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Tân Định,5m
Bình Dương,02/11/2021,_,Thị xã Bến Cát,---,7m,7355118,16m, 640 triệu ,Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,"Đất thổ cư, đất ở",Phường Chánh Phú Hòa,5m
Bình Dương,02/11/2021,_,Thành phố Dĩ An,1,6m,8244705,12m," 1,4 tỷ ",Giấy tờ hợp lệ,2, 60 m,Cần bán,Nhà trong hẻm,Phường Tân Bình,5m
Bình Dương,02/11/2021,_,Thị xã Bến Cát,---,13m,7837251,18m," 1,125 tỷ ",Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Tân Định,5m
Bình Dương,02/11/2021,_,Thành phố Dĩ An,2,22m,9251863,---," 3,3 tỷ ",Sổ hồng/ Sổ đỏ,4, 180 m,Cần bán,Nhà mặt tiền,Phường Tân Bình,---
Bình Dương,02/11/2021,Đông Nam,Thành phố Dĩ An,1,6m,9295243,17m," 2,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 68 m,Cần bán,Nhà trong hẻm,Phường Tân Bình,4m
Bình Dương,02/11/2021,_,Thành phố Dĩ An,18,---,9115043,---, 33 triệu / m,---,2, 56 m,Cần bán,Căn hộ chung cư,Phường Đông Hòa,---
Bình Dương,02/11/2021,_,Thành phố Dĩ An,30,20m,7307395,10m, 28 triệu / m,Giấy phép XD,2, 76 m,Cần bán,Căn hộ chung cư,Phường Dĩ An,"7,6m"
Bình Dương,02/11/2021,_,Thành phố Thuận An,---,6m,7659547,23m," 1,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 115 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình Chuẩn,5m
Bình Dương,02/11/2021,Tây Nam,Thành phố Thủ Dầu Một,---,4m,9172216,20m," 4,1 tỷ ",Sổ hồng/ Sổ đỏ,2, 179 m,Cần bán,Nhà trong hẻm,Phường Phú Lợi,8m
Bình Dương,02/11/2021,Đông Nam,Thành phố Thủ Dầu Một,---,"4,5m",9171752,32m," 2,79 tỷ ",Sổ hồng/ Sổ đỏ,---, 161 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Hòa,5m
Bình Dương,02/11/2021,Đông Bắc,Thành phố Thủ Dầu Một,---,7m,9227152,17m," 5,6 tỷ ",Sổ hồng/ Sổ đỏ,---, 91 m,Cần bán,"Đất thổ cư, đất ở",Phường Hiệp Thành,5m
Bình Dương,02/11/2021,_,Thị xã Bến Cát,---,16m,9213623,---," 1,72 tỷ ",Sổ hồng/ Sổ đỏ,---, 150 m,Cần bán,"Đất thổ cư, đất ở",Phường Thới Hòa,---
Bình Dương,02/11/2021,Tây,Thành phố Dĩ An,1,12m,8602724,21m, 6 tỷ ,Sổ hồng/ Sổ đỏ,2, 116 m,Cần bán,Nhà mặt tiền,Phường Dĩ An,"4,2m"
Bình Dương,02/11/2021,_,Thị xã Bến Cát,---,16m,9195360,30m," 1,45 tỷ ",Sổ hồng/ Sổ đỏ,---, 150 m,Cần bán,"Đất thổ cư, đất ở",Phường Thới Hòa,5m
Bình Dương,02/11/2021,Đông Nam,Thành phố Thủ Dầu Một,---,5m,8485886,30m," 5,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 326 m,Cần bán,"Đất thổ cư, đất ở",Phường Hiệp Thành,12m
Bình Dương,02/11/2021,Đông Bắc,Thành phố Thủ Dầu Một,---,5m,7978739,26m," 3,1 tỷ ",Sổ hồng/ Sổ đỏ,---, 162 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Thọ,6m
Bình Dương,02/11/2021,_,Thị xã Bến Cát,---,12m,9218436,12m, 910 triệu ,Sổ hồng/ Sổ đỏ,---, 60 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Tân Định,5m
Bình Dương,02/11/2021,Đông,Thành phố Thủ Dầu Một,1,10m,8610318,29m," 5,2 tỷ ",Sổ hồng/ Sổ đỏ,1, 186 m,Cần bán,Nhà mặt tiền,Phường Phú Lợi,6m
Bình Dương,02/11/2021,Tây Bắc,Thành phố Thủ Dầu Một,---,4m,8402993,52m, 8 tỷ ,Sổ hồng/ Sổ đỏ,---, 753 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Hòa,15m
Bình Dương,02/11/2021,Đông Nam,Thành phố Thủ Dầu Một,1,6m,9163811,23m, 3 tỷ ,Sổ hồng/ Sổ đỏ,3, 103 m,Cần bán,Nhà mặt tiền,Phường Định Hòa,"4,5m"
Bình Dương,02/11/2021,_,Thành phố Dĩ An,2,8m,8474696,50m," 10,9 tỷ ",Sổ hồng/ Sổ đỏ,22, 491 m,Cần bán,"Phòng trọ, nhà trọ",Phường Đông Hòa,10m
Bình Dương,02/11/2021,_,Thành phố Dĩ An,30,---,9149995,---, 33 triệu / m,Sổ hồng/ Sổ đỏ,2, 69 m,Cần bán,Căn hộ chung cư,Phường Đông Hòa,---
Bình Dương,02/11/2021,_,Thị xã Bến Cát,---,16m,9187903,30m," 1,725 tỷ ",Sổ hồng/ Sổ đỏ,---, 300 m,Cần bán,"Đất thổ cư, đất ở",Phường Thới Hòa,10m
Bình Dương,02/11/2021,_,Thành phố Dĩ An,35,---,9163147,---, 33 triệu / m,Giấy phép XD,2, 56 m,Cần bán,Căn hộ chung cư,Phường Đông Hòa,---
Bình Dương,02/11/2021,_,Thị xã Tân Uyên,---,---,8248648,---, 230 tỷ ,---,---, 40.000 m,Cần bán,"Kho, xưởng",Xã Phú Chánh,---
Bình Dương,02/11/2021,_,Thành phố Dĩ An,7,---,7751739,---," 2,3 tỷ ",Sổ hồng/ Sổ đỏ,2, 56 m,Cần bán,Căn hộ chung cư,Phường An Bình,---
Bình Dương,02/11/2021,Tây Nam,Thành phố Thủ Dầu Một,---,5m,7138788,26m," 3,45 tỷ ",---,---, 110 m,Cần bán,Nhà trong hẻm,Phường Phú Thọ,5m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,1,"5,5m",9123451,12m," 5,85 tỷ ",Sổ hồng/ Sổ đỏ,4, 120 m,Cần bán,"Biệt thự, nhà liền kề",Phường Phú Lợi,10m
Bình Dương,02/11/2021,Tây Nam,Thành phố Thuận An,---,14m,7949049,31m," 2,7 tỷ ",Sổ hồng/ Sổ đỏ,---, 156 m,Cần bán,"Đất nông, lâm nghiệp", Xã An Sơn,5m
Bình Dương,02/11/2021,_,Thành phố Dĩ An,30,---,9178734,---, 33 triệu / m,Giấy tờ hợp lệ,2, 56 m,Cần bán,Căn hộ chung cư,Phường Đông Hòa,---
Bình Dương,02/11/2021,_,Thành phố Dĩ An,---,20m,7330710,20m," 5,1 tỷ ",Sổ hồng/ Sổ đỏ,---, 101 m,Cần bán,"Đất thổ cư, đất ở", Phường Dĩ An,5m
Bình Dương,02/11/2021,_,Thành phố Thuận An,2,12m,6493202,16m," 2,2 tỷ ",---,2, 60 m,Cần bán,Nhà mặt tiền,Phường Bình Chuẩn,4m
Bình Dương,02/11/2021,Đông Nam,Thành phố Thủ Dầu Một,---,10m,9163443,18m," 4,7 tỷ ",Sổ hồng/ Sổ đỏ,---, 92 m,Cần bán,Nhà mặt tiền,Phường Hiệp Thành,5m
Bình Dương,02/11/2021,Đông Bắc,Thành phố Thuận An,---,34m,7558257,47m," 9,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 325 m,Cần bán,"Đất thổ cư, đất ở", Phường Lái Thiêu,7m
Bình Dương,02/11/2021,_,Thành phố Dĩ An,15,---,9155470,---, 33 triệu / m,Sổ hồng/ Sổ đỏ,2, 50 m,Cần bán,Căn hộ chung cư,Phường Đông Hòa,---
Bình Dương,02/11/2021,_,Thành phố Dĩ An,30,---,9205966,---, 33 triệu / m,---,2, 56 m,Cần bán,Căn hộ chung cư,Phường Đông Hòa,---
Bình Dương,02/11/2021,_,Huyện Bắc Tân Uyên,---,16m,6311261,---, 18 tỷ ,Sổ hồng/ Sổ đỏ,---, 9.500 m,Cần bán,"Đất nông, lâm nghiệp", Xã Tân Thành,---
Bình Dương,02/11/2021,Đông Nam,Thành phố Thủ Dầu Một,---,3m,8356185,20m, 2 tỷ ,Giấy tờ hợp lệ,2, 120 m,Cần bán,Nhà trong hẻm,Phường Phú Hòa,6m
Bình Dương,02/11/2021,_,Thành phố Dĩ An,35,---,9252733,---, 33 triệu / m,---,2, 56 m,Cần bán,Căn hộ chung cư,Phường Đông Hòa,---
Bình Dương,02/11/2021,_,Thành phố Dĩ An,35,---,9244653,---, 550 triệu ,---,1, 46 m,Cần bán,Căn hộ chung cư,Phường Đông Hòa,---
Bình Dương,02/11/2021,Tây Bắc,Thành phố Thuận An,---,12m,7205411,20m," 38,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Phường Lái Thiêu,5m
Bình Dương,02/11/2021,Đông Bắc,Thành phố Thủ Dầu Một,1,4m,7105745,29m, 4 tỷ ,Sổ hồng/ Sổ đỏ,2, 170 m,Cần bán,Nhà trong hẻm,Phường Chánh Nghĩa,6m
Bình Dương,02/11/2021,Đông,Thành phố Thủ Dầu Một,---,4m,8830688,24m, 40 triệu / m,Sổ hồng/ Sổ đỏ,2, 163 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Hòa,6m
Bình Dương,02/11/2021,Tây Bắc,Thành phố Thủ Dầu Một,1,5m,7877663,18m," 3,6 tỷ ",Sổ hồng/ Sổ đỏ,3, 90 m,Cần bán,Nhà trong hẻm,Phường Hiệp Thành,"4,7m"
Bình Dương,02/11/2021,Đông Nam,Thành phố Thủ Dầu Một,---,6m,8610523,45m," 9,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 225 m,Cần bán,Nhà mặt tiền,Phường Phú Hòa,5m
Bình Dương,02/11/2021,Bắc,Thành phố Thủ Dầu Một,2,5m,9197051,24m," 4,6 tỷ ",Sổ hồng/ Sổ đỏ,4, 101 m,Cần bán,Nhà trong hẻm,Phường Hiệp Thành,"4,5m"
Bình Dương,02/11/2021,Đông,Thành phố Thủ Dầu Một,---,4m,9249503,15m," 1,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 91 m,Cần bán,"Đất thổ cư, đất ở", Phường Phú Mỹ,6m
Bình Dương,02/11/2021,Đông Bắc,Thành phố Thuận An,---,4m,9114196,55m," 5,6 tỷ ",Sổ hồng/ Sổ đỏ,---, 903 m,Cần bán,"Đất thổ cư, đất ở", Xã An Sơn,16m
Bình Dương,02/11/2021,Tây Nam,Thành phố Thuận An,---,5m,9114151,27m," 4,8 tỷ ",Sổ hồng/ Sổ đỏ,---, 244 m,Cần bán,"Đất thổ cư, đất ở", Phường Hưng Định,9m
Bình Dương,02/11/2021,Đông,Thành phố Thủ Dầu Một,---,16m,8390055,11m," 5,6 tỷ ",---,2, 72 m,Cần bán,Nhà mặt tiền,Phường Chánh Nghĩa,5m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,---,5m,7884073,20m, 45 tỷ ,---,---, 1.094 m,Cần bán,Nhà mặt tiền,Phường Chánh Nghĩa,5m
Bình Dương,02/11/2021,Tây,Thành phố Thuận An,---,5m,9165322,19m," 2,15 tỷ ",Sổ hồng/ Sổ đỏ,---, 95 m,Cần bán,"Đất thổ cư, đất ở",Phường An Phú,5m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,1,4m,8773639,17m," 2,38 tỷ ",Sổ hồng/ Sổ đỏ,2, 75 m,Cần bán,Nhà trong hẻm,Phường Phú Hòa,"4,5m"
Bình Dương,02/11/2021,Đông Nam,Thành phố Thủ Dầu Một,1,4m,7207206,11m," 2,4 tỷ ",---,2, 58 m,Cần bán,Nhà trong hẻm,Phường Chánh Nghĩa,5m
Bình Dương,02/11/2021,Tây Bắc,Thành phố Thủ Dầu Một,1,8m,9021651,20m, 3 tỷ ,Sổ hồng/ Sổ đỏ,3, 80 m,Cần bán,Nhà mặt tiền,Phường Phú Hòa,4m
Bình Dương,02/11/2021,Tây,Thành phố Thủ Dầu Một,---,10m,7842435,20m," 13,5 triệu / m",Sổ hồng/ Sổ đỏ,---, 13.328 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Thọ,52m
Bình Dương,02/11/2021,Bắc,Thành phố Thủ Dầu Một,---,8m,9134241,85m," 2,8 triệu / m",Sổ hồng/ Sổ đỏ,---, 4.200 m,Cần bán,"Đất thổ cư, đất ở", Phường Tân An,50m
Bình Dương,02/11/2021,Nam,Thành phố Thủ Dầu Một,1,4m,9134067,20m," 2,6 tỷ ",Sổ hồng/ Sổ đỏ,2, 100 m,Cần bán,Nhà trong hẻm, Phường Phú Hòa,5m
Bình Dương,02/11/2021,Tây,Thành phố Thủ Dầu Một,1,"3,5m",8830997,28m," 4,55 tỷ ",Sổ hồng/ Sổ đỏ,4, 114 m,Cần bán,Nhà trong hẻm,Phường Phú Lợi,4m
Bình Dương,02/11/2021,Tây Bắc,Thành phố Thủ Dầu Một,2,3m,8290580,15m," 2,4 tỷ ",Sổ hồng/ Sổ đỏ,2, 101 m,Cần bán,Nhà trong hẻm,Phường Hiệp Thành,4m
Bình Dương,02/11/2021,Đông Bắc,Thị xã Tân Uyên,---,15m,9021634,55m," 14,6 tỷ ",Sổ hồng/ Sổ đỏ,---, 4.600 m,Cần bán,"Đất thổ cư, đất ở", Xã Bạch Đằng,70m
Bình Dương,02/11/2021,Đông Nam,Huyện Phú Giáo,---,6m,9013945,120m, 12 tỷ ,Sổ hồng/ Sổ đỏ,---, 12.500 m,Cần bán,"Đất thổ cư, đất ở",Xã Tân Hiệp,100m
Bình Dương,02/11/2021,_,Thành phố Thuận An,12,---,5435300,---," 1,48 tỷ ",Sổ hồng/ Sổ đỏ,2, 60 m,Cần bán,Căn hộ chung cư,Phường Hưng Định,---
Bình Dương,02/11/2021,Đông Bắc,Thành phố Thuận An,---,7m,8497352,53m," 12,5 triệu / m",Sổ hồng/ Sổ đỏ,---, 1.097 m,Cần bán,"Đất thổ cư, đất ở", Xã An Sơn,22m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,1,4m,8858593,15m," 2,85 tỷ ",Sổ hồng/ Sổ đỏ,3, 73 m,Cần bán,Nhà trong hẻm,Phường Phú Hòa,5m
Bình Dương,02/11/2021,Đông Nam,Thành phố Thuận An,---,3m,8290487,48m," 4,7 tỷ ",Sổ hồng/ Sổ đỏ,---, 1.152 m,Cần bán,"Đất thổ cư, đất ở", Xã An Sơn,22m
Bình Dương,02/11/2021,_,Thành phố Thuận An,1,8m,8267170,21m," 2,5 tỷ ",Sổ hồng/ Sổ đỏ,3, 83 m,Cần bán,Nhà mặt tiền,Phường Bình Chuẩn,4m
Bình Dương,02/11/2021,Đông,Thành phố Thủ Dầu Một,1,"4,8m",9195770,28m," 7,9 tỷ ",Giấy tờ hợp lệ,2, 267 m,Cần bán,Nhà trong hẻm, Phường Phú Thọ,9m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,---,8m,8486181,20m, 5 tỷ ,---,2, 120 m,Cần bán,"Biệt thự, nhà liền kề",Phường Phú Hòa,6m
Bình Dương,02/11/2021,Đông Nam,Huyện Dầu Tiếng,---,32m,9272241,70m, 540 triệu ,Sổ hồng/ Sổ đỏ,---, 700 m,Cần bán,"Đất nông, lâm nghiệp",Thị trấn Dầu Tiếng,10m
Bình Dương,02/11/2021,_,Thành phố Dĩ An,35,30m,8492157,9m, 33 triệu / m,Sổ hồng/ Sổ đỏ,2, 72 m,Cần bán,Căn hộ chung cư,Phường Đông Hòa,8m
Bình Dương,02/11/2021,Tây Bắc,Thành phố Thủ Dầu Một,2,3m,8497551,17m," 3,5 tỷ ",Sổ hồng/ Sổ đỏ,3, 103 m,Cần bán,Nhà trong hẻm, Phường Phú Thọ,6m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,2,15m,5801530,284m," 5,3 tỷ ",Sổ hồng/ Sổ đỏ,4, 120 m,Cần bán,Nhà mặt tiền,Phường Phú Mỹ,5m
Bình Dương,02/11/2021,Tây Bắc,Thành phố Thuận An,---,3m,6849320,60m," 5,7 tỷ ",Sổ hồng/ Sổ đỏ,---, 905 m,Cần bán,"Đất thổ cư, đất ở", Xã An Sơn,15m
Bình Dương,02/11/2021,Đông,Thành phố Thuận An,---,30m,6723237,51m, 10 tỷ ,Sổ hồng/ Sổ đỏ,---, 360 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình Chuẩn,6m
Bình Dương,02/11/2021,_,Thành phố Thuận An,2,14m,6103317,18m, 4 tỷ ,Giấy tờ hợp lệ,3, 90 m,Cần bán,Nhà mặt tiền,Phường An Phú,5m
Bình Dương,02/11/2021,_,Thành phố Thuận An,2,14m,5920806,30m," 4,5 tỷ ",---,2, 150 m,Cần bán,Nhà mặt tiền,Phường An Phú,5m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,---,15m,5161758,33m," 6,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 162 m,Cần bán,"Đất thổ cư, đất ở",Phường Hiệp Thành,"5,15m"
Bình Dương,02/11/2021,Tây Bắc,Thành phố Thủ Dầu Một,---,5m,9015546,22m," 7,5 tỷ ",---,---, 211 m,Cần bán,"Đất thổ cư, đất ở", Phường Phú Lợi,"9,5m"
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,---,25m,5929041,30m," 9,8 tỷ ",Sổ hồng/ Sổ đỏ,---, 233 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Mỹ,"7,5m"
Bình Dương,02/11/2021,Tây Nam,Thành phố Thủ Dầu Một,---,"4,3m",9195824,"19,25m"," 1,95 tỷ ",Giấy tờ hợp lệ,---, 96 m,Cần bán,"Đất thổ cư, đất ở", Phường Chánh Mỹ,5m
Bình Dương,02/11/2021,_,Thành phố Thuận An,8,54m,6142771,---, 24 triệu / m,Sổ hồng/ Sổ đỏ,2, 60 m,Cần bán,Căn hộ chung cư,Phường An Phú,---
Bình Dương,02/11/2021,_,Thành phố Dĩ An,17,---,6496591,---," 1,2 tỷ ",Sổ hồng/ Sổ đỏ,2, 55 m,Cần bán,Căn hộ chung cư,Phường Tân Đông Hiệp,---
Bình Dương,02/11/2021,_,Thành phố Thuận An,---,5m,9295217,140m," 7,5 triệu / m",Sổ hồng/ Sổ đỏ,---, 6.000 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình Nhâm,42m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,---,8m,8630679,11m," 1,08 tỷ ",---,1, 45 m,Cần bán,Căn hộ chung cư,Phường Phú Hòa,4m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,1,6m,6065607,25m," 4,2 tỷ ",Sổ hồng/ Sổ đỏ,3, 128 m,Cần bán,Nhà trong hẻm,Phường Hiệp Thành,5m
Bình Dương,02/11/2021,_,Thị xã Bến Cát,3,62m,2660478,---, 2 tỷ ,---,5, 450 m,Cần bán,Nhà mặt tiền,Phường Thới Hòa,---
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,---,3m,8642591,20m," 3,25 tỷ ",Sổ hồng/ Sổ đỏ,---, 204 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Lợi,10m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,---,"3,5m",7083749,18m," 2,19 tỷ ",Sổ hồng/ Sổ đỏ,---, 107 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Mỹ,"5,5m"
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,---,8m,6186351,"14,5m"," 2,47 tỷ ",Sổ hồng/ Sổ đỏ,2, 58 m,Cần bán,Nhà trong hẻm,Phường Hiệp Thành,4m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,---,4m,5937583,27m," 2,59 tỷ ",Sổ hồng/ Sổ đỏ,---, 135 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Mỹ,5m
Bình Dương,02/11/2021,Đông,Thành phố Thuận An,3,16m,8590745,18m," 4,3 tỷ ",Sổ hồng/ Sổ đỏ,4, 255 m,Cần bán,Nhà mặt tiền,Phường An Phú,5m
Bình Dương,02/11/2021,_,Thành phố Dĩ An,---,16m,6194263,15m," 3,1 tỷ ",Sổ hồng/ Sổ đỏ,---, 75 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Đông Hiệp,5m
Bình Dương,03/11/2021,Đông Bắc,Thành phố Dĩ An,---,8m,8064016,"28,5m"," 3,54 tỷ ",Sổ hồng/ Sổ đỏ,---, 118 m,Cần bán,"Đất thổ cư, đất ở",Phường Đông Hòa,"4,15m"
Bình Dương,03/11/2021,Tây Bắc,Thành phố Dĩ An,1,5m,8157409,14m," 2,8 tỷ ",Sổ hồng/ Sổ đỏ,2, 68 m,Cần bán,Nhà trong hẻm,Phường Tân Đông Hiệp,5m
Bình Dương,03/11/2021,Tây Nam,Thành phố Dĩ An,---,5m,7606321,16m," 1,75 tỷ ",Sổ hồng/ Sổ đỏ,---, 64 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Bình,4m
Bình Dương,03/11/2021,_,Thành phố Thủ Dầu Một,---,"4,5m",7116774,25m," 3,3 tỷ ",Sổ hồng/ Sổ đỏ,---, 126 m,Cần bán,"Đất thổ cư, đất ở",Phường Hiệp Thành,5m
Bình Dương,03/11/2021,_,Thành phố Thủ Dầu Một,1,5m,7109242,"19,5m"," 3,5 tỷ ",Sổ hồng/ Sổ đỏ,3, 92 m,Cần bán,Nhà trong hẻm,Phường Phú Lợi,"4,7m"
Bình Dương,03/11/2021,_,Thành phố Thủ Dầu Một,2,25m,8313618,38m," 8,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 257 m,Cần bán,Nhà mặt tiền,Phường Phú Mỹ,7m
Bình Dương,03/11/2021,_,Thị xã Bến Cát,---,30m,9038040,---," 1,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Phường Mỹ Phước,---
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,1,4m,9227329,28m," 4,55 tỷ ",Sổ hồng/ Sổ đỏ,4, 102 m,Cần bán,Nhà trong hẻm,Phường Phú Lợi,4m
Bình Dương,03/11/2021,_,Thành phố Dĩ An,---,32m,7848947,"20,5m"," 7,7 tỷ ",Sổ hồng/ Sổ đỏ,---, 120 m,Cần bán,"Đất thổ cư, đất ở",Phường Dĩ An,"6,5m"
Bình Dương,03/11/2021,Tây Bắc,Thành phố Dĩ An,1,8m,8268706,17m," 2,95 tỷ ",Sổ hồng/ Sổ đỏ,2, 68 m,Cần bán,Nhà trong hẻm,Phường Tân Đông Hiệp,4m
Bình Dương,03/11/2021,_,Thành phố Thủ Dầu Một,---,4m,9179960,19m," 1,55 tỷ ",Sổ hồng/ Sổ đỏ,---, 94 m,Cần bán,"Đất thổ cư, đất ở",Phường Hiệp An,5m
Bình Dương,03/11/2021,Bắc,Thành phố Dĩ An,---,8m,9254661,17m," 2,465 tỷ ",Sổ hồng/ Sổ đỏ,---, 85 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Tân Đông Hiệp,5m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,---,4m,7733308,21m," 3,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 210 m,Cần bán,"Đất thổ cư, đất ở",Phường Chánh Nghĩa,10m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,---,8m,6365187,23m," 4,7 tỷ ",Sổ hồng/ Sổ đỏ,---, 115 m,Cần bán,"Đất thổ cư, đất ở",Phường Chánh Nghĩa,5m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,---,4m,6566958,24m," 6,3 tỷ ",Sổ hồng/ Sổ đỏ,---, 336 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Lợi,"12,8m"
Bình Dương,02/11/2021,Đông,Thành phố Thuận An,---,32m,9176110,"83,81m", 35 triệu / m,Sổ hồng/ Sổ đỏ,---, 1.065 m,Cần bán,"Đất thổ cư, đất ở",Phường An Phú,"10,20m"
Bình Dương,02/11/2021,Tây,Huyện Bắc Tân Uyên,2,16m,8516203,130m, 80 tỷ ,Sổ hồng/ Sổ đỏ,4, 15.800 m,Cần bán,"Kho, xưởng", Xã Đất Cuốc,122m
Bình Dương,03/11/2021,Đông Nam,Thành phố Dĩ An,3,13m,8861133,20m," 4,5 tỷ ",Sổ hồng/ Sổ đỏ,3, 255 m,Cần bán,"Biệt thự, nhà liền kề",Phường Tân Đông Hiệp,4m
Bình Dương,03/11/2021,Đông,Thành phố Dĩ An,---,"4,5m",8253764,15m," 2,75 tỷ ",Sổ hồng/ Sổ đỏ,2, 72 m,Cần bán,Nhà trong hẻm,Phường Dĩ An,"4,5m"
Bình Dương,03/11/2021,_,Thành phố Thuận An,---,13m,5168042,15m, 900 triệu ,Sổ hồng/ Sổ đỏ,---, 60 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường An Phú,4m
Bình Dương,02/11/2021,_,Thành phố Thủ Dầu Một,2,8m,6066946,27m, 5 tỷ ,Sổ hồng/ Sổ đỏ,4, 120 m,Cần bán,Nhà mặt tiền,Phường Phú Mỹ,5m
Bình Dương,03/11/2021,_,Thành phố Dĩ An,---,13m,4069130,15m," 1,7 tỷ ",Sổ hồng/ Sổ đỏ,---, 60 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Dĩ An,4m
Bình Dương,03/11/2021,_,Thành phố Dĩ An,---,13m,5185434,15m," 1,8 tỷ ",Sổ hồng/ Sổ đỏ,---, 60 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Bình Thắng,4m
Bình Dương,03/11/2021,_,Thành phố Dĩ An,32,---,9081367,---, 34 triệu / m,---,2, 50 m,Cần bán,Căn hộ chung cư,Phường Dĩ An,---
Bình Dương,02/11/2021,Tây,Thành phố Dĩ An,3,8m,7998222,19m," 5,8 tỷ ",Sổ hồng/ Sổ đỏ,4, 95 m,Cần bán,Nhà mặt tiền,Phường Bình Thắng,5m
Bình Dương,03/11/2021,_,Thành phố Dĩ An,---,6m,9243162,22m," 2,4 tỷ ",Sổ hồng/ Sổ đỏ,---, 108 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Bình,5m
Bình Dương,03/11/2021,_,Huyện Dầu Tiếng,---,23m,9305552,83m, 550 triệu ,Sổ hồng/ Sổ đỏ,---, 590 m,Cần bán,"Đất thổ cư, đất ở",Thị trấn Dầu Tiếng,7m
Bình Dương,03/11/2021,_,Thị xã Bến Cát,2,7m,8752281,17m," 2,35 tỷ ",---,2, 118 m,Cần bán,Nhà mặt tiền,Xã An Điền,5m
