city,date,direction,district,floors,front_road,id,length,price,property_legal_document,rooms,size,type_adv,type_real_estate,ward,width
Đồng Nai,Ngày đăng: 01/11/2021,Đông,Huyện Nhơn Trạch,---,32m,9292202,20m," 1,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Đại Phước,5m
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,1,5m,9291317,---, 20 tỷ ,---,4, 525 m,Cần bán,"Biệt thự, nhà liền kề",Xã Hiệp Hòa,---
Đồng Nai,Ngày đăng: 01/11/2021,Đông Nam,Huyện Tân Phú,---,10m,9292623,92m, 150 triệu ,---,---, 2.363 m,Cần bán,"Đất thổ cư, đất ở",Xã Núi Tượng,24m
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Nhơn Trạch,---,12m,8568723,20m, 19 triệu / m,Sổ hồng/ Sổ đỏ,---, 90 m,Cần bán,"Đất thổ cư, đất ở",Xã Long Tân,5m
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Nhơn Trạch,---,12m,8550993,---, 19 triệu / m,---,---, 90 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Phú Hội,---
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Nhơn Trạch,---,12m,8568736,20m, 19 triệu / m,Sổ hồng/ Sổ đỏ,---, 90 m,Cần bán,"Đất thổ cư, đất ở",Xã Long Tân,5m
Đồng Nai,Ngày đăng: 01/11/2021,Đông Nam,Huyện Long Thành,1,7m,7204575,21m," 3,4 tỷ ",Sổ hồng/ Sổ đỏ,3, 105 m,Cần bán,Nhà mặt tiền,Xã Long An,5m
Đồng Nai,Ngày đăng: 01/11/2021,Tây Bắc,Huyện Trảng Bom,---,5m,7061450,30m," 2,8 tỷ ",Sổ hồng/ Sổ đỏ,---, 320 m,Cần bán,"Phòng trọ, nhà trọ",Xã Sông Trầu,10m
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Long Thành,---,12m,5865911,---," 1,05 tỷ ",---,---, 90 m,Cần bán,"Đất nền, liền kề, đất dự án",Thị trấn Long Thành,---
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Long Thành,---,12m,6110879,---, 19 triệu / m,---,---, 90 m,Cần bán,"Đất nền, liền kề, đất dự án",Thị trấn Long Thành,---
Đồng Nai,Ngày đăng: 01/11/2021,Đông Nam,Huyện Xuân Lộc,---,9m,8011179,61m," 3,3 tỷ ",Sổ hồng/ Sổ đỏ,---, 2.029 m,Cần bán,"Đất thổ cư, đất ở",Xã Xuân Hiệp,38m
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Long Thành,---,12m,6080722,---, 19 triệu / m,---,---, 90 m,Cần bán,"Đất nền, liền kề, đất dự án",Thị trấn Long Thành,---
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,2,---,8570930,---," 1,18 tỷ ",Sổ hồng/ Sổ đỏ,2, 70 m,Cần bán,Căn hộ chung cư,Phường Tam Hòa,---
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,---,6m,9249068,---," 2,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 81 m,Cần bán,"Đất thổ cư, đất ở",Phường Hố Nai,---
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Nhơn Trạch,---,17m,8592138,20m," 2,25 tỷ ",---,---, 100 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Long Tân,5m
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,---,5m,9292312,37m," 3,9 tỷ ",Sổ hồng/ Sổ đỏ,---, 223 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Phong,6m
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Vĩnh Cửu,---,6m,8036020,---," 13,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 2.800 m,Cần bán,"Đất thổ cư, đất ở",Xã Tân Bình,40m
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,---,6m,9253439,13m," 1,95 tỷ ",Sổ hồng/ Sổ đỏ,---, 67 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Hiệp,5m
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Vĩnh Cửu,---,6m,8724515,23m," 1,45 tỷ ",Sổ hồng/ Sổ đỏ,---, 114 m,Cần bán,"Đất thổ cư, đất ở",Xã Thạnh Phú,5m
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,---,4m,8678053,17m," 2,6 tỷ ",Sổ hồng/ Sổ đỏ,1, 75 m,Cần bán,Nhà trong hẻm,Phường Tam Hiệp,"4,4m"
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Nhơn Trạch,---,17m,8600096,---," 2,25 tỷ ",---,---, 90 m,Cần bán,"Đất thổ cư, đất ở",Xã Long Tân,---
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,---,12m,8166693,19m," 4,7 tỷ ",Sổ hồng/ Sổ đỏ,---, 95 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Vạn,5m
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,---,6m,8642185,20m," 2,8 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Phường Hóa An,5m
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,---,5m,8486601,"22,7m"," 4,7 tỷ ",Sổ hồng/ Sổ đỏ,---, 122 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Mai,"5,7m"
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Vĩnh Cửu,---,9m,7674022,"26,8m"," 2,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 214 m,Cần bán,"Đất thổ cư, đất ở",Xã Bình Hòa,8m
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Long Thành,---,12m,6139242,"20,5m", 19 triệu / m,---,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Thị trấn Long Thành,5m
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,1,5m,9284700,20m, 689 triệu ,Giấy tờ hợp lệ,1, 100 m,Cần bán,"Đất nông, lâm nghiệp",Phường Trảng Dài,5m
Đồng Nai,Ngày đăng: 01/11/2021,Nam,Thành phố Biên Hoà,---,8m,9290277,18m," 3,7 tỷ ",Sổ hồng/ Sổ đỏ,1, 132 m,Cần bán,"Đất thổ cư, đất ở",Phường Tam Hòa,7m
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,---,---,8076033,---," 2,1 tỷ ",---,2, 67 m,Cần bán,Căn hộ chung cư,Phường Hố Nai,---
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Vĩnh Cửu,---,8m,9249701,37m," 3,3 tỷ ",Sổ hồng/ Sổ đỏ,---, 650 m,Cần bán,"Đất nông, lâm nghiệp",Xã Tân Bình,15m
Đồng Nai,Ngày đăng: 01/11/2021,Đông,Thành phố Biên Hoà,---,5m,8246075,15m," 1,8 tỷ ",Sổ hồng/ Sổ đỏ,---, 75 m,Cần bán,"Đất thổ cư, đất ở",Xã Hiệp Hòa,5m
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,---,13m,8186797,40m," 14,5 triệu / m",---,---, 1.000 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Tam Phước,25m
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,4,16m,7930678,23m," 8,8 tỷ ",Sổ hồng/ Sổ đỏ,12, 145 m,Cần bán,Nhà mặt tiền,Phường Bửu Long,"6,3m"
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Xuân Lộc,1,4m,9188647,50m, 12 tỷ ,Sổ hồng/ Sổ đỏ,3, 200 m,Cần bán,Nhà mặt tiền,Thị trấn Gia Ray,4m
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Vĩnh Cửu,---,20m,8709183,---, 19 tỷ ,Sổ hồng/ Sổ đỏ,---, 12.300 m,Cần bán,"Đất thổ cư, đất ở",Xã Trị An,---
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Vĩnh Cửu,---,5m,8375795,90m," 2,92 tỷ ",Sổ hồng/ Sổ đỏ,---, 4.500 m,Cần bán,"Đất thổ cư, đất ở", Thị trấn Vĩnh An,50m
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Nhơn Trạch,---,8m,6252207,---," 2,6 triệu / m",Sổ hồng/ Sổ đỏ,---, 1.560 m,Cần bán,"Đất thổ cư, đất ở",Xã Vĩnh Thanh,---
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Định Quán,---,6m,8618079,21m," 2,34 tỷ ",Sổ hồng/ Sổ đỏ,---, 241 m,Cần bán,"Đất thổ cư, đất ở",Xã Phú Cường,13m
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Trảng Bom,---,8m,9293881,11m," 1,9 tỷ ",Sổ hồng/ Sổ đỏ,---, 214 m,Cần bán,"Đất thổ cư, đất ở",Xã An Viễn,20m
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Nhơn Trạch,---,60m,4326205,20m, 650 triệu ,---,---, 100 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Phú Hội,5m
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Tân Phú,---,8m,8750567,240m, 8 tỷ ,Sổ hồng/ Sổ đỏ,---, 31.340 m,Cần bán,"Đất nông, lâm nghiệp",Xã Phú Thanh,175m
Đồng Nai,Ngày đăng: 02/11/2021,_,Thành phố Biên Hoà,---,7m,8761751,20m," 3,69 tỷ ",Sổ hồng/ Sổ đỏ,2, 101 m,Cần bán,Nhà mặt tiền,Phường Tân Hiệp,5m
Đồng Nai,Ngày đăng: 02/11/2021,_,Thành phố Biên Hoà,---,8m,8249187,48m," 6,8 tỷ ",---,---, 381 m,Cần bán,Mặt bằng,Phường Trảng Dài,8m
Đồng Nai,Ngày đăng: 02/11/2021,_,Thành phố Long Khánh,---,"3,5m",9249224,20m, 650 triệu ,Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở", Xã Bảo Quang,5m
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Nhơn Trạch,---,5m,6204200,---," 1,85 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Xã Đại Phước,---
Đồng Nai,Ngày đăng: 02/11/2021,Đông Bắc,Thành phố Biên Hoà,2,6m,9293894,10m," 3,2 tỷ ",Sổ hồng/ Sổ đỏ,2, 50 m,Cần bán,Nhà mặt tiền,Phường Tân Tiến,5m
Đồng Nai,Ngày đăng: 01/11/2021,Đông Nam,Thành phố Biên Hoà,---,12m,9293871,18m," 4,7 tỷ ",Sổ hồng/ Sổ đỏ,---, 93 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Vạn,"5,2m"
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Xuân Lộc,---,4m,9217453,24m, 250 triệu ,Giấy tờ hợp lệ,---, 120 m,Cần bán,"Đất nền, liền kề, đất dự án", Xã Xuân Thọ,5m
Đồng Nai,Ngày đăng: 02/11/2021,Nam,Thành phố Biên Hoà,1,5m,9294113,5m," 2,39 tỷ ",Sổ hồng/ Sổ đỏ,3, 65 m,Cần bán,Nhà trong hẻm,Phường Trảng Dài,"13,5m"
Đồng Nai,Ngày đăng: 01/11/2021,Đông Nam,Thành phố Biên Hoà,1,2m,4873522,23m," 1,6 tỷ ",Sổ hồng/ Sổ đỏ,2, 113 m,Cần bán,Nhà trong hẻm,Phường Hố Nai,5m
Đồng Nai,Ngày đăng: 01/11/2021,Đông Nam,Thành phố Biên Hoà,---,6m,8090601,"19,5m"," 7,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 144 m,Cần bán,"Đất thổ cư, đất ở",Phường Trung Dũng,"7,2m"
Đồng Nai,Ngày đăng: 01/11/2021,Bắc,Thành phố Biên Hoà,---,5m,8057985,46m, 6 tỷ ,Sổ hồng/ Sổ đỏ,---, 504 m,Cần bán,"Đất thổ cư, đất ở",Xã Hiệp Hòa,"8,8m"
Đồng Nai,Ngày đăng: 02/11/2021,_,Thành phố Biên Hoà,---,3m,8377447,15m," 1,1 tỷ ",Giấy tờ hợp lệ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Phường An Bình,"6,5m"
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Cẩm Mỹ,---,6m,8594866,213m, 45 tỷ ,Sổ hồng/ Sổ đỏ,---, 15.000 m,Cần bán,"Đất nông, lâm nghiệp",Xã Sông Nhạn,93m
Đồng Nai,Ngày đăng: 01/11/2021,Đông,Thành phố Biên Hoà,---,8m,9293915,"14,5m"," 2,3 tỷ ",Sổ hồng/ Sổ đỏ,---, 72 m,Cần bán,"Đất thổ cư, đất ở",Phường Quang Vinh,5m
Đồng Nai,Ngày đăng: 02/11/2021,Tây Nam,Thành phố Biên Hoà,---,10m,8653281,"20,5m"," 8,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 162 m,Cần bán,Nhà trong hẻm,Phường Tân Hiệp,8m
Đồng Nai,Ngày đăng: 02/11/2021,_,Thành phố Biên Hoà,1,3m,9177257,10m," 1,87 tỷ ",Sổ hồng/ Sổ đỏ,2, 51 m,Cần bán,Nhà trong hẻm,Phường Quyết Thắng,5m
Đồng Nai,Ngày đăng: 01/11/2021,Tây Bắc,Thành phố Biên Hoà,1,3m,9293864,10m," 2,2 tỷ ",Sổ hồng/ Sổ đỏ,2, 50 m,Cần bán,Nhà trong hẻm,Phường Tân Tiến,5m
Đồng Nai,Ngày đăng: 02/11/2021,Tây Nam,Thành phố Biên Hoà,---,5m,8940200,18m," 3,45 tỷ ",Sổ hồng/ Sổ đỏ,3, 96 m,Cần bán,Nhà trong hẻm,Phường Quang Vinh,"5,7m"
Đồng Nai,Ngày đăng: 02/11/2021,_,Thành phố Biên Hoà,---,6m,9293008,20m," 2,45 tỷ ",Sổ hồng/ Sổ đỏ,2, 80 m,Cần bán,Nhà trong hẻm,Phường Bửu Hòa,4m
Đồng Nai,Ngày đăng: 02/11/2021,_,Thành phố Biên Hoà,---,8m,9177269,48m," 6,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 1.000 m,Cần bán,"Đất thổ cư, đất ở",Phường An Hòa,22m
Đồng Nai,Ngày đăng: 02/11/2021,Đông Bắc,Huyện Nhơn Trạch,---,60m,6466002,170m, 36 tỷ ,Sổ hồng/ Sổ đỏ,---, 12.000 m,Cần bán,"Đất thổ cư, đất ở",Xã Phú Thạnh,70m
Đồng Nai,Ngày đăng: 02/11/2021,Đông,Huyện Vĩnh Cửu,---,5m,8837359,15m," 1,79 tỷ ",Sổ hồng/ Sổ đỏ,2, 170 m,Cần bán,Nhà trong hẻm,Xã Bình Hòa,12m
Đồng Nai,Ngày đăng: 02/11/2021,Bắc,Thành phố Biên Hoà,---,6m,6753995,18m," 3,19 tỷ ",Sổ hồng/ Sổ đỏ,---, 81 m,Cần bán,"Đất thổ cư, đất ở",Phường Bửu Long,"4,5m"
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Vĩnh Cửu,1,4m,8100092,78m, 9 triệu / m,Sổ hồng/ Sổ đỏ,2, 1.596 m,Cần bán,"Đất nông, lâm nghiệp",Xã Bình Hòa,23m
Đồng Nai,Ngày đăng: 02/11/2021,Tây Bắc,Thành phố Biên Hoà,---,12m,8178610,28m, 8 tỷ ,Sổ hồng/ Sổ đỏ,2, 99 m,Cần bán,Nhà mặt tiền,Phường Hòa Bình,"3,6m"
Đồng Nai,Ngày đăng: 02/11/2021,_,Thành phố Biên Hoà,---,4m,9196000,23m," 8,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 200 m,Cần bán,"Đất thổ cư, đất ở",Xã Hiệp Hòa,9m
Đồng Nai,Ngày đăng: 02/11/2021,Đông Nam,Thành phố Biên Hoà,18,12m,9183666,10m," 4,8 tỷ ",Giấy tờ hợp lệ,3, 156 m,Cần bán,Căn hộ chung cư,Phường Thống Nhất,16m
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Vĩnh Cửu,---,6m,6726149,170m, 23 tỷ ,Sổ hồng/ Sổ đỏ,---, 11.900 m,Cần bán,"Đất nông, lâm nghiệp",Xã Bình Lợi,68m
Đồng Nai,Ngày đăng: 02/11/2021,Đông,Thành phố Biên Hoà,1,6m,7695625,35m, 14 tỷ ,Sổ hồng/ Sổ đỏ,4, 312 m,Cần bán,"Biệt thự, nhà liền kề",Phường Tam Hòa,10m
Đồng Nai,Ngày đăng: 02/11/2021,_,Thành phố Biên Hoà,---,2m,9293054,18m," 1,95 tỷ ",Sổ hồng/ Sổ đỏ,2, 126 m,Cần bán,Nhà trong hẻm,Phường Tân Vạn,7m
Đồng Nai,Ngày đăng: 02/11/2021,Đông Bắc,Thành phố Biên Hoà,---,3m,8588974,17m," 3,4 tỷ ",Sổ hồng/ Sổ đỏ,2, 134 m,Cần bán,Nhà trong hẻm,Phường Tân Phong,8m
Đồng Nai,Ngày đăng: 01/11/2021,Tây Nam,Thành phố Biên Hoà,1,6m,8495379,20m," 2,6 tỷ ",Sổ hồng/ Sổ đỏ,5, 122 m,Cần bán,"Phòng trọ, nhà trọ",Phường Trảng Dài,6m
Đồng Nai,Ngày đăng: 02/11/2021,Đông Bắc,Thành phố Biên Hoà,1,4m,9022722,21m," 3,5 tỷ ",Sổ hồng/ Sổ đỏ,3, 153 m,Cần bán,Nhà trong hẻm,Phường Hóa An,7m
Đồng Nai,Ngày đăng: 01/11/2021,Đông Bắc,Thành phố Biên Hoà,---,6m,8920617,18m," 7,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 168 m,Cần bán,"Đất thổ cư, đất ở",Phường Bửu Long,"9,5m"
Đồng Nai,Ngày đăng: 02/11/2021,Bắc,Thành phố Biên Hoà,3,6m,9039667,20m," 9,5 tỷ ",Sổ hồng/ Sổ đỏ,3, 200 m,Cần bán,"Biệt thự, nhà liền kề",Phường Bửu Long,10m
Đồng Nai,Ngày đăng: 02/11/2021,Tây Nam,Thành phố Biên Hoà,---,6m,9017352,46m, 14 triệu / m,Sổ hồng/ Sổ đỏ,---, 544 m,Cần bán,"Đất nông, lâm nghiệp",Xã Hiệp Hòa,12m
Đồng Nai,Ngày đăng: 01/11/2021,Đông Bắc,Huyện Vĩnh Cửu,---,6m,8683297,"14,5m"," 1,55 tỷ ",Sổ hồng/ Sổ đỏ,---, 93 m,Cần bán,"Đất thổ cư, đất ở",Xã Thạnh Phú,6m
Đồng Nai,Ngày đăng: 01/11/2021,Đông Nam,Thành phố Biên Hoà,2,8m,8683405,18m," 6,8 tỷ ",Sổ hồng/ Sổ đỏ,4, 105 m,Cần bán,Nhà mặt tiền,Phường Bửu Long,"5,8m"
Đồng Nai,Ngày đăng: 01/11/2021,Bắc,Thành phố Biên Hoà,3,8m,7900818,18m," 4,65 tỷ ",Sổ hồng/ Sổ đỏ,4, 76 m,Cần bán,Nhà mặt tiền,Phường Bửu Long,"4,2m"
Đồng Nai,Ngày đăng: 01/11/2021,Đông Nam,Thành phố Biên Hoà,1,5m,8495403,20m," 3,95 tỷ ",Sổ hồng/ Sổ đỏ,2, 100 m,Cần bán,Nhà trong hẻm,Phường Tân Phong,5m
Đồng Nai,Ngày đăng: 01/11/2021,Nam,Thành phố Biên Hoà,11,20m,7296131,11m," 2,145 tỷ ",Sổ hồng/ Sổ đỏ,2, 77 m,Cần bán,Căn hộ chung cư,Phường Thống Nhất,7m
Đồng Nai,Ngày đăng: 01/11/2021,Nam,Thành phố Biên Hoà,2,16m,7973750,36m, 50 tỷ ,Sổ hồng/ Sổ đỏ,2, 480 m,Cần bán,Nhà mặt tiền,Phường Tân Tiến,"13,5m"
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Cẩm Mỹ,---,4m,9293141,50m, 800 triệu ,Sổ hồng/ Sổ đỏ,---, 1.000 m,Cần bán,"Đất nông, lâm nghiệp",Xã Lâm San,20m
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,---,8m,8533780,---," 1,9 tỷ ",Sổ hồng/ Sổ đỏ,1, 81 m,Cần bán,Nhà trong hẻm,Phường Bửu Hòa,"3,7m"
Đồng Nai,Ngày đăng: 01/11/2021,Đông Nam,Thành phố Biên Hoà,1,4m,7525805,32m," 4,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 231 m,Cần bán,Nhà trong hẻm,Phường Thống Nhất,"6,2m"
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Nhơn Trạch,---,8m,7015265,---, 950 ngàn / m,Sổ hồng/ Sổ đỏ,---, 5.602 m,Cần bán,"Đất thổ cư, đất ở",Xã Phú Hữu,---
Đồng Nai,Ngày đăng: 01/11/2021,Đông Nam,Thành phố Biên Hoà,2,5m,6921533,"28,5m"," 4,25 tỷ ",Sổ hồng/ Sổ đỏ,4, 120 m,Cần bán,Nhà trong hẻm,Phường Bửu Long,"4,2m"
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Định Quán,---,6m,8496839,---, 630 triệu ,---,---, 1.000 m,Cần bán,"Đất nông, lâm nghiệp",Xã La Ngà,---
Đồng Nai,Ngày đăng: 02/11/2021,Đông Nam,Thành phố Biên Hoà,---,5m,8954061,66m," 20,999 tỷ ",Sổ hồng/ Sổ đỏ,---, 1.464 m,Cần bán,"Đất thổ cư, đất ở",Xã Hiệp Hòa,22m
Đồng Nai,Ngày đăng: 01/11/2021,Đông Nam,Thành phố Biên Hoà,1,6m,9293931,11m," 2,65 tỷ ",Sổ hồng/ Sổ đỏ,1, 62 m,Cần bán,Nhà trong hẻm,Phường Tân Mai,6m
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Long Thành,---,6m,8749777,100m," 1,25 triệu / m",---,---, 1.876 m,Cần bán,"Đất nông, lâm nghiệp",Xã Bàu Cạn,13m
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Nhơn Trạch,---,3m,6023637,---, 650 ngàn / m,Sổ hồng/ Sổ đỏ,---, 2.000 m,Cần bán,"Đất thổ cư, đất ở",Xã Phước Khánh,---
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,---,6m,8742353,21m," 3,3 tỷ ",Sổ hồng/ Sổ đỏ,---, 130 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Phong,6m
Đồng Nai,Ngày đăng: 01/11/2021,Đông Bắc,Huyện Nhơn Trạch,---,4m,7897451,---," 3,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 1.971 m,Cần bán,"Đất thổ cư, đất ở",Xã Vĩnh Thanh,---
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Long Thành,---,30m,6073547,20m, 700 triệu ,Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Xã Phước Thái,5m
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Long Thành,---,6m,7944174,31m," 4,7 tỷ ",---,---, 746 m,Cần bán,"Đất thổ cư, đất ở",Xã Bàu Cạn,24m
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Long Thành,---,8m,8739804,100m," 1,7 triệu / m",---,---, 3.994 m,Cần bán,"Đất nông, lâm nghiệp",Xã Bàu Cạn,45m
Đồng Nai,Ngày đăng: 01/11/2021,Đông Nam,Thành phố Biên Hoà,---,8m,8090575,43m," 9,75 tỷ ",Sổ hồng/ Sổ đỏ,---, 888 m,Cần bán,"Đất thổ cư, đất ở",Phường Hóa An,19m
Đồng Nai,Ngày đăng: 01/11/2021,Đông Nam,Thành phố Biên Hoà,---,3m,8437137,13m," 2,9 tỷ ",Sổ hồng/ Sổ đỏ,---, 94 m,Cần bán,"Đất thổ cư, đất ở",Phường Hòa Bình,"7,7m"
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Trảng Bom,---,17m,8827124,20m," 1,9 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất nền, liền kề, đất dự án",Thị trấn Trảng Bom,5m
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Nhơn Trạch,---,4m,5991439,---, 470 ngàn / m,Sổ hồng/ Sổ đỏ,---, 2.000 m,Cần bán,"Đất thổ cư, đất ở",Xã Vĩnh Thanh,---
Đồng Nai,Ngày đăng: 01/11/2021,Nam,Thành phố Biên Hoà,---,8m,7812170,34m," 10,8 tỷ ",Sổ hồng/ Sổ đỏ,---, 240 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Mai,"6,5m"
Đồng Nai,Ngày đăng: 01/11/2021,Tây Nam,Thành phố Biên Hoà,---,6m,8006892,20m, 11 tỷ ,Sổ hồng/ Sổ đỏ,---, 160 m,Cần bán,"Đất thổ cư, đất ở",Phường Thống Nhất,8m
Đồng Nai,Ngày đăng: 02/11/2021,_,Thành phố Long Khánh,---,4m,9123352,252m," 1,65 tỷ ",Sổ hồng/ Sổ đỏ,2, 118 m,Cần bán,Nhà trong hẻm,Xã Bàu Trâm,"4,7m"
Đồng Nai,Ngày đăng: 01/11/2021,Đông Nam,Thành phố Biên Hoà,2,8m,7154994,46m, 25 tỷ ,Sổ hồng/ Sổ đỏ,6, 486 m,Cần bán,"Biệt thự, nhà liền kề",Phường Thống Nhất,12m
Đồng Nai,Ngày đăng: 01/11/2021,_,Thành phố Biên Hoà,---,12m,8442596,20m," 3,6 tỷ ",---,---, 200 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Phước Tân,10m
Đồng Nai,Ngày đăng: 02/11/2021,Đông Nam,Thành phố Biên Hoà,---,15m,7839464,20m," 1,6 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Tam Phước,5m
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Nhơn Trạch,---,5m,6642246,---," 1,65 tỷ ",Sổ hồng/ Sổ đỏ,---, 1.100 m,Cần bán,"Đất thổ cư, đất ở",Xã Vĩnh Thanh,---
Đồng Nai,Ngày đăng: 01/11/2021,_,Huyện Long Thành,---,6m,7969252,20m," 1,25 tỷ ",---,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Xã Tân Hiệp,5m
Đồng Nai,Ngày đăng: 02/11/2021,_,Thành phố Long Khánh,---,4m,9081550,90m," 13,8 tỷ ",Sổ hồng/ Sổ đỏ,---, 6.275 m,Cần bán,"Đất nông, lâm nghiệp",Phường Bàu Sen,70m
Đồng Nai,Ngày đăng: 02/11/2021,_,Thành phố Biên Hoà,---,20m,3293142,20m," 9,9 triệu / m",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Phước Tân,5m
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Long Thành,---,5m,8370056,38m," 1,2 triệu / m",Sổ hồng/ Sổ đỏ,---, 1.516 m,Cần bán,"Đất nông, lâm nghiệp",Xã Phước Bình,55m
Đồng Nai,Ngày đăng: 02/11/2021,_,Thành phố Biên Hoà,---,4m,3081467,23m," 3,1 tỷ ",Sổ hồng/ Sổ đỏ,2, 150 m,Cần bán,Nhà trong hẻm,Phường Tân Phong,5m
Đồng Nai,Ngày đăng: 02/11/2021,_,Huyện Long Thành,---,8m,6827209,83m," 1,7 triệu / m",Sổ hồng/ Sổ đỏ,---, 4.186 m,Cần bán,"Đất nông, lâm nghiệp",Xã Phước Bình,50m
